Data;Município;Gênero da Vítima;Idade da Vítima
19/12/2024;Fortaleza;Feminino;29
20/12/2024;Fortaleza;Feminino;46
20/12/2024;Santana do Acaraú;Feminino;33
20/12/2024;Paracuru;Não identificado;Não Informada
20/12/2024;Fortaleza;Feminino;35
20/12/2024;Alcântaras;Feminino;52
20/12/2024;Quixadá;Feminino;23
21/12/2024;Fortaleza;Masculino;48
21/12/2024;Guaraciaba do Norte;Não identificado;Não Informada
21/12/2024;Russas;Feminino;25
21/12/2024;Morada Nova;Feminino;54
22/12/2024;Fortaleza;Feminino;33
22/12/2024;Fortaleza;Masculino;53
22/12/2024;Fortaleza;Feminino;43
22/12/2024;Quixelô;Feminino;47
22/12/2024;Fortaleza;Feminino;39
22/12/2024;Fortaleza;Feminino;44
23/12/2024;Fortaleza;Feminino;54
23/12/2024;Fortaleza;Feminino;21
23/12/2024;Fortaleza;Feminino;53
23/12/2024;Fortaleza;Feminino;33
23/12/2024;Fortaleza;Feminino;33
24/12/2024;Iguatu;Feminino;35
24/12/2024;Caucaia;Feminino;20
24/12/2024;Caucaia;Feminino;47
24/12/2024;Fortaleza;Feminino;21
24/12/2024;Forquilha;Feminino;28
24/12/2024;Forquilha;Feminino;27
24/12/2024;Fortaleza;Masculino;48
24/12/2024;Aquiraz;Feminino;21
25/12/2024;Fortaleza;Feminino;16
25/12/2024;Maranguape;Feminino;34
25/12/2024;Fortaleza;Feminino;33
25/12/2024;Trairi;Não identificado;Não Informada
25/12/2024;Quixadá;Feminino;23
25/12/2024;Fortaleza;Feminino;44
25/12/2024;Fortaleza;Não identificado;Não Informada
25/12/2024;Tianguá;Não identificado;Não Informada
25/12/2024;Caucaia;Feminino;57
25/12/2024;Fortaleza;Feminino;39
26/12/2024;Fortaleza;Feminino;41
26/12/2024;Nova Russas;Feminino;Não Informada
26/12/2024;Brejo Santo;Feminino;44
26/12/2024;Itapajé;Feminino;26
26/12/2024;Acopiara;Feminino;31
26/12/2024;Fortaleza;Masculino;54
26/12/2024;Fortaleza;Feminino;49
26/12/2024;Fortaleza;Feminino;46
27/12/2024;Juazeiro do Norte;Masculino;38
27/12/2024;Fortaleza;Feminino;34
27/12/2024;Barbalha;Masculino;54
27/12/2024;Fortaleza;Feminino;35
27/12/2024;Maracanaú;Feminino;26
27/12/2024;Juazeiro do Norte;Feminino;36
27/12/2024;Sobral;Feminino;18
28/12/2024;Fortaleza;Feminino;24
28/12/2024;Fortaleza;Feminino;31
28/12/2024;Crateús;Feminino;45
28/12/2024;Fortaleza;Feminino;39
29/12/2024;Fortaleza;Feminino;35
29/12/2024;Maracanaú;Feminino;21
29/12/2024;Itaitinga;Feminino;44
29/12/2024;Fortaleza;Feminino;41
29/12/2024;Fortaleza;Feminino;39
29/12/2024;Maranguape;Feminino;36
30/12/2024;Fortaleza;Feminino;35
30/12/2024;Redenção;Feminino;45
30/12/2024;Fortaleza;Feminino;56
30/12/2024;Ibiapina;Feminino;30
30/12/2024;Fortaleza;Feminino;32
30/12/2024;Fortaleza;Feminino;26
30/12/2024;Barreira;Não identificado;Não Informada
31/12/2024;Fortaleza;Feminino;38
31/12/2024;Maracanaú;Masculino;24
31/12/2024;Tabuleiro do Norte;Feminino;31
31/12/2024;Fortaleza;Feminino;44
31/12/2024;Fortaleza;Feminino;49
31/12/2024;Fortaleza;Feminino;17
31/12/2024;Russas;Feminino;36
31/12/2024;Irauçuba;Masculino;49
31/12/2024;Fortaleza;Masculino;32
31/12/2024;Fortaleza;Feminino;37
01/01/2025;Fortaleza;Feminino;46
01/01/2025;Fortaleza;Feminino;39
01/01/2025;Fortaleza;Feminino;40
01/01/2025;Itapajé;Feminino;52
01/01/2025;Fortaleza;Feminino;28
01/01/2025;Crato;Feminino;31
01/01/2025;Fortaleza;Feminino;19
01/01/2025;Caucaia;Feminino;26
01/01/2025;Itapajé;Feminino;24
02/01/2025;Fortaleza;Feminino;41
02/01/2025;Maranguape;Feminino;28
02/01/2025;Fortaleza;Masculino;57
02/01/2025;Juazeiro do Norte;Masculino;33
02/01/2025;Fortaleza;Masculino;42
02/01/2025;Itapajé;Feminino;40
02/01/2025;Fortaleza;Feminino;21
02/01/2025;Quixeré;Feminino;40
02/01/2025;Fortaleza;Masculino;36
03/01/2025;Fortaleza;Feminino;42
03/01/2025;Fortaleza;Feminino;32
03/01/2025;Cruz;Não identificado;Não Informada
03/01/2025;Maracanaú;Feminino;28
03/01/2025;Maranguape;Feminino;29
04/01/2025;Fortaleza;Feminino;34
04/01/2025;Fortaleza;Feminino;41
04/01/2025;Juazeiro do Norte;Feminino;48
04/01/2025;Fortaleza;Feminino;51
05/01/2025;Fortaleza;Feminino;36
05/01/2025;Tianguá;Não identificado;Não Informada
05/01/2025;Fortaleza;Feminino;41
05/01/2025;Fortaleza;Masculino;40
05/01/2025;Sobral;Feminino;45
05/01/2025;Fortaleza;Feminino;34
05/01/2025;Morada Nova;Feminino;25
06/01/2025;Crateús;Masculino;42
06/01/2025;Fortaleza;Feminino;30
06/01/2025;Fortaleza;Feminino;47
06/01/2025;Fortaleza;Masculino;27
06/01/2025;Fortaleza;Feminino;37
07/01/2025;Boa Viagem;Feminino;31
07/01/2025;Icó;Feminino;44
07/01/2025;Juazeiro do Norte;Feminino;34
07/01/2025;Fortaleza;Feminino;37
07/01/2025;Juazeiro do Norte;Feminino;26
07/01/2025;Sobral;Feminino;29
07/01/2025;Tianguá;Não identificado;Não Informada
07/01/2025;Iguatu;Não identificado;Não Informada
07/01/2025;Juazeiro do Norte;Feminino;21
08/01/2025;Caucaia;Feminino;56
08/01/2025;Maracanaú;Feminino;32
08/01/2025;Fortaleza;Feminino;37
08/01/2025;Caucaia;Feminino;23
08/01/2025;Fortaleza;Feminino;25
08/01/2025;Fortaleza;Feminino;Não Informada
08/01/2025;Maracanaú;Masculino;44
09/01/2025;Choró;Feminino;16
09/01/2025;Choró;Feminino;30
09/01/2025;Sobral;Masculino;36
09/01/2025;Irauçuba;Feminino;56
09/01/2025;Brejo Santo;Feminino;22
09/01/2025;Fortaleza;Feminino;39
09/01/2025;Fortaleza;Não identificado;Não Informada
09/01/2025;Fortaleza;Feminino;26
09/01/2025;Juazeiro do Norte;Não identificado;Não Informada
09/01/2025;Santana do Acaraú;Não identificado;Não Informada
09/01/2025;Itapajé;Feminino;18
10/01/2025;Fortaleza;Feminino;21
10/01/2025;Brejo Santo;Feminino;24
10/01/2025;Cascavel;Feminino;48
10/01/2025;Acaraú;Feminino;43
10/01/2025;Fortaleza;Não identificado;Não Informada
10/01/2025;São Gonçalo do Amarante;Feminino;30
10/01/2025;Eusébio;Não identificado;Não Informada
11/01/2025;Fortaleza;Feminino;53
11/01/2025;Fortaleza;Feminino;43
11/01/2025;Aquiraz;Não identificado;Não Informada
11/01/2025;Quixadá;Não identificado;Não Informada
11/01/2025;Acopiara;Feminino;37
11/01/2025;Fortaleza;Masculino;28
11/01/2025;Fortaleza;Masculino;29
11/01/2025;Lavras da Mangabeira;Feminino;62
12/01/2025;Fortaleza;Feminino;53
12/01/2025;Pacatuba;Feminino;34
12/01/2025;Morada Nova;Feminino;29
12/01/2025;Fortaleza;Feminino;28
12/01/2025;Aracati;Masculino;38
13/01/2025;Fortaleza;Feminino;22
13/01/2025;Coreaú;Feminino;38
13/01/2025;Missão Velha;Feminino;28
13/01/2025;Juazeiro do Norte;Não identificado;Não Informada
13/01/2025;Quixadá;Feminino;34
13/01/2025;Caucaia;Masculino;34
13/01/2025;Fortaleza;Feminino;26
13/01/2025;Jaguaribe;Feminino;37
13/01/2025;Caucaia;Feminino;46
13/01/2025;Fortaleza;Feminino;22
14/01/2025;Aquiraz;Masculino;39
14/01/2025;Juazeiro do Norte;Feminino;33
14/01/2025;Fortaleza;Feminino;46
14/01/2025;Canindé;Feminino;37
14/01/2025;Caucaia;Feminino;31
14/01/2025;Fortaleza;Feminino;28
14/01/2025;Icó;Feminino;26
15/01/2025;Fortaleza;Feminino;32
15/01/2025;Icó;Feminino;67
15/01/2025;Fortaleza;Feminino;39
15/01/2025;Caucaia;Feminino;29
15/01/2025;Juazeiro do Norte;Feminino;23
15/01/2025;Morada Nova;Feminino;38
15/01/2025;Aurora;Feminino;21
15/01/2025;Caucaia;Feminino;46
15/01/2025;Fortaleza;Feminino;36
16/01/2025;Baturité;Feminino;29
16/01/2025;Acopiara;Feminino;38
16/01/2025;Icó;Feminino;29
16/01/2025;Fortaleza;Feminino;35
16/01/2025;Fortaleza;Feminino;48
16/01/2025;Fortaleza;Feminino;24
16/01/2025;Limoeiro do Norte;Feminino;24
16/01/2025;Maracanaú;Masculino;54
16/01/2025;Itapipoca;Feminino;26
16/01/2025;Alto Santo;Feminino;46
16/01/2025;São Benedito;Não identificado;Não Informada
16/01/2025;Senador Pompeu;Feminino;21
16/01/2025;Fortaleza;Feminino;40
17/01/2025;Maranguape;Feminino;26
17/01/2025;Fortaleza;Feminino;42
17/01/2025;Juazeiro do Norte;Feminino;30
17/01/2025;Iguatu;Feminino;29
17/01/2025;Fortaleza;Feminino;57
17/01/2025;Sobral;Não identificado;Não Informada
17/01/2025;Canindé;Masculino;36
18/01/2025;Fortaleza;Masculino;30
18/01/2025;Fortaleza;Feminino;24
18/01/2025;Fortaleza;Não identificado;Não Informada
18/01/2025;Sobral;Feminino;25
18/01/2025;Tianguá;Não identificado;Não Informada
18/01/2025;Cascavel;Feminino;23
18/01/2025;Itapajé;Masculino;14
18/01/2025;Fortaleza;Feminino;24
18/01/2025;Pacajus;Não identificado;Não Informada
18/01/2025;Maracanaú;Feminino;27
19/01/2025;Iracema;Feminino;45
19/01/2025;Missão Velha;Feminino;38
19/01/2025;Fortaleza;Feminino;41
19/01/2025;Caucaia;Feminino;21
19/01/2025;Altaneira;Feminino;73
19/01/2025;Barbalha;Masculino;58
19/01/2025;Fortaleza;Feminino;40
19/01/2025;Uruburetama;Masculino;54
19/01/2025;Uruburetama;Feminino;75
19/01/2025;Fortaleza;Feminino;34
20/01/2025;Fortaleza;Feminino;44
20/01/2025;Fortaleza;Feminino;40
20/01/2025;Horizonte;Masculino;21
20/01/2025;Maracanaú;Feminino;21
20/01/2025;Quixelô;Não identificado;Não Informada
20/01/2025;Independência;Feminino;29
20/01/2025;Fortaleza;Feminino;27
20/01/2025;Aquiraz;Não identificado;Não Informada
20/01/2025;Penaforte;Feminino;45
20/01/2025;Juazeiro do Norte;Masculino;31
21/01/2025;Ipu;Feminino;32
21/01/2025;Fortaleza;Feminino;25
21/01/2025;Maracanaú;Feminino;35
21/01/2025;Crato;Feminino;20
21/01/2025;Fortaleza;Feminino;30
21/01/2025;Fortaleza;Feminino;24
21/01/2025;Fortaleza;Feminino;28
21/01/2025;Morada Nova;Não identificado;Não Informada
22/01/2025;Fortaleza;Feminino;42
22/01/2025;Fortaleza;Feminino;24
22/01/2025;Fortaleza;Feminino;31
22/01/2025;Crateús;Feminino;39
22/01/2025;Fortaleza;Feminino;29
22/01/2025;Aquiraz;Não identificado;Não Informada
22/01/2025;Fortaleza;Masculino;39
22/01/2025;Fortaleza;Feminino;34
22/01/2025;Milhã;Feminino;36
23/01/2025;Fortaleza;Feminino;27
23/01/2025;Iguatu;Feminino;37
23/01/2025;Aquiraz;Não identificado;Não Informada
23/01/2025;Fortaleza;Masculino;31
23/01/2025;Caucaia;Feminino;32
23/01/2025;Viçosa do Ceará;Masculino;38
23/01/2025;Sobral;Feminino;27
24/01/2025;Caucaia;Feminino;41
24/01/2025;Crato;Feminino;38
24/01/2025;Quixelô;Feminino;31
24/01/2025;Maranguape;Feminino;36
24/01/2025;Fortaleza;Feminino;34
24/01/2025;Uruoca;Feminino;48
24/01/2025;Fortaleza;Feminino;46
24/01/2025;Fortaleza;Feminino;38
24/01/2025;Camocim;Feminino;46
24/01/2025;Fortaleza;Feminino;34
25/01/2025;Fortaleza;Feminino;36
25/01/2025;Itaitinga;Feminino;34
25/01/2025;Independência;Não identificado;Não Informada
25/01/2025;Fortaleza;Feminino;47
25/01/2025;Icó;Feminino;32
25/01/2025;Fortaleza;Não identificado;Não Informada
26/01/2025;Fortaleza;Feminino;43
26/01/2025;Fortaleza;Feminino;56
26/01/2025;Fortaleza;Feminino;42
26/01/2025;Morada Nova;Feminino;20
26/01/2025;Fortaleza;Feminino;29
26/01/2025;Russas;Não identificado;Não Informada
26/01/2025;Caucaia;Feminino;39
27/01/2025;Juazeiro do Norte;Masculino;44
27/01/2025;Limoeiro do Norte;Não identificado;Não Informada
27/01/2025;Fortaleza;Masculino;37
27/01/2025;Fortaleza;Feminino;70
27/01/2025;Iguatu;Feminino;25
27/01/2025;Fortaleza;Feminino;21
27/01/2025;Mombaça;Feminino;25
28/01/2025;Maracanaú;Feminino;33
28/01/2025;Fortaleza;Feminino;43
28/01/2025;Fortaleza;Feminino;48
28/01/2025;Fortaleza;Feminino;51
28/01/2025;Cariré;Feminino;23
28/01/2025;Fortaleza;Feminino;48
28/01/2025;Fortaleza;Masculino;25
28/01/2025;Caririaçu;Feminino;27
29/01/2025;Sobral;Feminino;29
29/01/2025;Fortaleza;Feminino;28
29/01/2025;Fortaleza;Feminino;33
29/01/2025;Fortaleza;Masculino;42
29/01/2025;Fortaleza;Feminino;62
29/01/2025;Itaitinga;Feminino;28
29/01/2025;Fortaleza;Feminino;35
30/01/2025;Fortaleza;Feminino;29
30/01/2025;Fortaleza;Feminino;40
30/01/2025;Morada Nova;Feminino;43
30/01/2025;Caririaçu;Feminino;42
30/01/2025;Caririaçu;Não identificado;Não Informada
30/01/2025;Fortaleza;Feminino;36
31/01/2025;Sobral;Feminino;59
31/01/2025;Ocara;Feminino;38
31/01/2025;Fortaleza;Feminino;40
31/01/2025;Iracema;Feminino;62
31/01/2025;Juazeiro do Norte;Não identificado;Não Informada
31/01/2025;Fortaleza;Feminino;40
31/01/2025;Fortaleza;Feminino;81
31/01/2025;Sobral;Feminino;49
31/01/2025;Fortaleza;Feminino;45
31/01/2025;Quiterianópolis;Não identificado;Não Informada
31/01/2025;Fortaleza;Feminino;38
31/01/2025;Fortaleza;Feminino;20
01/02/2025;Morada Nova;Feminino;23
01/02/2025;Fortaleza;Feminino;26
01/02/2025;Mauriti;Feminino;26
01/02/2025;Fortaleza;Não identificado;Não Informada
01/02/2025;Fortaleza;Feminino;27
01/02/2025;Fortaleza;Feminino;25
01/02/2025;Crateús;Feminino;28
01/02/2025;Fortaleza;Feminino;30
01/02/2025;Fortaleza;Masculino;45
02/02/2025;Sobral;Feminino;24
02/02/2025;Cruz;Não identificado;Não Informada
02/02/2025;Iguatu;Feminino;25
02/02/2025;Maracanaú;Feminino;38
02/02/2025;Itaitinga;Feminino;47
02/02/2025;Sobral;Feminino;46
02/02/2025;Fortaleza;Feminino;25
02/02/2025;Fortaleza;Feminino;38
02/02/2025;Fortaleza;Masculino;38
03/02/2025;Fortaleza;Feminino;57
03/02/2025;Itapajé;Feminino;27
03/02/2025;Guaraciaba do Norte;Feminino;Não Informada
03/02/2025;Morada Nova;Feminino;45
03/02/2025;Iguatu;Feminino;44
03/02/2025;Iguatu;Feminino;30
03/02/2025;Ipueiras;Feminino;35
03/02/2025;Caucaia;Não identificado;Não Informada
03/02/2025;Sobral;Feminino;20
03/02/2025;Fortaleza;Masculino;21
03/02/2025;Fortaleza;Feminino;31
03/02/2025;Sobral;Feminino;23
04/02/2025;Fortaleza;Feminino;48
04/02/2025;Paracuru;Feminino;36
04/02/2025;Paracuru;Feminino;36
04/02/2025;Juazeiro do Norte;Feminino;39
04/02/2025;Morada Nova;Não identificado;Não Informada
04/02/2025;Sobral;Feminino;24
04/02/2025;Jaguaribe;Masculino;32
05/02/2025;Fortaleza;Feminino;40
05/02/2025;Fortaleza;Feminino;30
05/02/2025;Fortaleza;Feminino;35
05/02/2025;Porteiras;Feminino;54
05/02/2025;Acopiara;Feminino;21
05/02/2025;Ipaumirim;Feminino;24
05/02/2025;Fortaleza;Feminino;57
05/02/2025;Fortaleza;Feminino;26
05/02/2025;Trairi;Não identificado;Não Informada
05/02/2025;Saboeiro;Não identificado;Não Informada
05/02/2025;Fortaleza;Masculino;33
05/02/2025;Morada Nova;Feminino;40
05/02/2025;Fortaleza;Feminino;42
06/02/2025;Granja;Masculino;39
06/02/2025;Granja;Feminino;29
06/02/2025;Icó;Feminino;38
06/02/2025;Maracanaú;Feminino;39
06/02/2025;Fortaleza;Feminino;42
06/02/2025;Fortaleza;Feminino;39
06/02/2025;Caucaia;Não identificado;Não Informada
06/02/2025;Fortaleza;Feminino;36
06/02/2025;Hidrolândia;Feminino;Não Informada
06/02/2025;Juazeiro do Norte;Feminino;33
06/02/2025;Bela Cruz;Não identificado;Não Informada
07/02/2025;Sobral;Feminino;34
07/02/2025;Camocim;Não identificado;Não Informada
07/02/2025;Fortaleza;Não identificado;Não Informada
07/02/2025;Ibiapina;Não identificado;Não Informada
07/02/2025;Fortaleza;Feminino;34
07/02/2025;Fortaleza;Feminino;31
07/02/2025;Morada Nova;Feminino;34
07/02/2025;Fortaleza;Feminino;44
07/02/2025;Fortaleza;Masculino;31
07/02/2025;Granja;Feminino;33
08/02/2025;Maracanaú;Feminino;23
08/02/2025;Iguatu;Masculino;66
08/02/2025;Quiterianópolis;Masculino;28
08/02/2025;Quiterianópolis;Feminino;21
08/02/2025;Juazeiro do Norte;Feminino;43
08/02/2025;Fortaleza;Feminino;29
08/02/2025;Iguatu;Não identificado;Não Informada
08/02/2025;Juazeiro do Norte;Feminino;36
08/02/2025;Iguatu;Feminino;34
08/02/2025;Fortaleza;Não identificado;Não Informada
08/02/2025;Aquiraz;Feminino;52
09/02/2025;Crato;Feminino;38
09/02/2025;Pacatuba;Feminino;35
09/02/2025;Eusébio;Feminino;24
09/02/2025;Fortaleza;Feminino;29
09/02/2025;Sobral;Não identificado;Não Informada
09/02/2025;Fortaleza;Feminino;28
09/02/2025;Fortaleza;Feminino;54
09/02/2025;Itaitinga;Feminino;28
09/02/2025;Fortaleza;Feminino;20
09/02/2025;Iracema;Feminino;45
09/02/2025;Cascavel;Feminino;36
09/02/2025;Quixeramobim;Feminino;39
09/02/2025;Maranguape;Feminino;49
09/02/2025;Fortaleza;Feminino;25
09/02/2025;Fortaleza;Feminino;33
09/02/2025;Eusébio;Feminino;26
09/02/2025;Eusébio;Masculino;19
10/02/2025;Fortaleza;Feminino;39
10/02/2025;Fortaleza;Feminino;63
10/02/2025;Fortaleza;Feminino;21
10/02/2025;Caucaia;Feminino;29
10/02/2025;Fortaleza;Feminino;34
10/02/2025;Caucaia;Não identificado;Não Informada
10/02/2025;Fortaleza;Feminino;25
11/02/2025;Fortaleza;Feminino;24
11/02/2025;Uruoca;Feminino;24
11/02/2025;Fortaleza;Feminino;39
11/02/2025;Fortaleza;Feminino;37
11/02/2025;Juazeiro do Norte;Não identificado;Não Informada
11/02/2025;Iracema;Feminino;39
11/02/2025;Itapajé;Feminino;27
11/02/2025;Crateús;Feminino;31
11/02/2025;Ibiapina;Não identificado;Não Informada
11/02/2025;Quixeramobim;Feminino;41
11/02/2025;Fortaleza;Feminino;32
11/02/2025;Eusébio;Masculino;40
11/02/2025;Fortaleza;Feminino;57
11/02/2025;Ibiapina;Masculino;33
12/02/2025;Itapajé;Feminino;71
12/02/2025;Iguatu;Feminino;35
12/02/2025;Morada Nova;Feminino;24
12/02/2025;Maracanaú;Feminino;33
12/02/2025;Caucaia;Feminino;35
12/02/2025;Fortaleza;Feminino;31
12/02/2025;Caucaia;Feminino;44
12/02/2025;Fortaleza;Feminino;23
12/02/2025;Fortaleza;Feminino;27
12/02/2025;Fortaleza;Feminino;33
12/02/2025;Quixadá;Não identificado;Não Informada
12/02/2025;Caririaçu;Feminino;58
13/02/2025;Jaguaribe;Masculino;69
13/02/2025;Maracanaú;Feminino;39
13/02/2025;Caucaia;Feminino;60
13/02/2025;Fortaleza;Feminino;36
13/02/2025;Sobral;Feminino;30
13/02/2025;Fortaleza;Feminino;26
13/02/2025;Fortaleza;Feminino;36
13/02/2025;Fortaleza;Feminino;47
13/02/2025;Fortaleza;Feminino;27
13/02/2025;Fortaleza;Feminino;64
13/02/2025;São Gonçalo do Amarante;Feminino;43
13/02/2025;Fortaleza;Feminino;21
13/02/2025;Fortaleza;Feminino;24
14/02/2025;Crateús;Feminino;18
14/02/2025;Fortaleza;Masculino;55
14/02/2025;Fortaleza;Feminino;27
14/02/2025;Fortaleza;Feminino;33
14/02/2025;Fortaleza;Feminino;28
14/02/2025;Forquilha;Não identificado;Não Informada
14/02/2025;Juazeiro do Norte;Feminino;32
14/02/2025;Fortaleza;Feminino;37
15/02/2025;Eusébio;Feminino;64
15/02/2025;Itapipoca;Masculino;52
15/02/2025;Itaitinga;Feminino;34
15/02/2025;Fortaleza;Feminino;43
15/02/2025;Fortaleza;Feminino;37
15/02/2025;Tauá;Feminino;25
15/02/2025;Sobral;Feminino;28
15/02/2025;Paracuru;Feminino;28
15/02/2025;Russas;Masculino;30
16/02/2025;Fortaleza;Feminino;38
16/02/2025;Deputado Irapuan Pinheiro;Feminino;38
16/02/2025;Fortaleza;Feminino;57
16/02/2025;Tianguá;Não identificado;Não Informada
16/02/2025;Fortaleza;Feminino;33
16/02/2025;Fortaleza;Feminino;26
16/02/2025;Fortaleza;Feminino;27
16/02/2025;Ibiapina;Não identificado;Não Informada
16/02/2025;Fortaleza;Feminino;27
16/02/2025;Fortaleza;Feminino;29
17/02/2025;Fortaleza;Feminino;30
17/02/2025;Fortaleza;Masculino;39
17/02/2025;Juazeiro do Norte;Masculino;57
17/02/2025;Fortaleza;Feminino;38
17/02/2025;Acaraú;Masculino;24
17/02/2025;Nova Olinda;Feminino;30
17/02/2025;Fortaleza;Feminino;38
17/02/2025;Caucaia;Feminino;56
17/02/2025;Bela Cruz;Feminino;45
17/02/2025;Fortaleza;Feminino;46
18/02/2025;Tianguá;Feminino;27
18/02/2025;Fortaleza;Feminino;29
18/02/2025;Fortaleza;Feminino;33
18/02/2025;Eusébio;Masculino;39
18/02/2025;Ipueiras;Feminino;52
18/02/2025;Maracanaú;Feminino;26
18/02/2025;Sobral;Masculino;27
18/02/2025;Fortaleza;Feminino;34
18/02/2025;Fortaleza;Feminino;32
18/02/2025;Fortaleza;Feminino;31
18/02/2025;Fortaleza;Masculino;57
19/02/2025;Fortaleza;Feminino;37
19/02/2025;Fortaleza;Feminino;24
19/02/2025;Cruz;Não identificado;Não Informada
19/02/2025;Alto Santo;Feminino;40
19/02/2025;Fortaleza;Feminino;20
19/02/2025;Tauá;Masculino;72
19/02/2025;Tauá;Feminino;55
19/02/2025;Tauá;Masculino;33
19/02/2025;Tauá;Feminino;48
19/02/2025;Juazeiro do Norte;Não identificado;Não Informada
19/02/2025;Fortaleza;Masculino;27
19/02/2025;Crato;Feminino;30
19/02/2025;Juazeiro do Norte;Feminino;25
19/02/2025;Fortaleza;Masculino;44
19/02/2025;Maracanaú;Feminino;37
19/02/2025;Morada Nova;Masculino;46
19/02/2025;Jaguaretama;Não identificado;Não Informada
19/02/2025;Fortaleza;Feminino;33
19/02/2025;Fortaleza;Feminino;41
20/02/2025;Granja;Feminino;31
20/02/2025;Fortaleza;Feminino;32
20/02/2025;São Gonçalo do Amarante;Feminino;29
20/02/2025;Pentecoste;Masculino;28
21/02/2025;Sobral;Masculino;36
21/02/2025;Morada Nova;Feminino;27
21/02/2025;Fortaleza;Feminino;30
21/02/2025;Fortaleza;Feminino;50
21/02/2025;Fortaleza;Feminino;37
21/02/2025;Fortaleza;Feminino;42
21/02/2025;Itaitinga;Masculino;43
21/02/2025;Itaitinga;Feminino;37
21/02/2025;Fortaleza;Feminino;40
21/02/2025;Juazeiro do Norte;Feminino;45
21/02/2025;Independência;Não identificado;Não Informada
22/02/2025;Fortaleza;Feminino;18
22/02/2025;Sobral;Feminino;21
22/02/2025;Fortaleza;Feminino;25
22/02/2025;Fortaleza;Feminino;37
22/02/2025;Fortaleza;Feminino;27
22/02/2025;Fortaleza;Feminino;31
23/02/2025;Sobral;Não identificado;Não Informada
24/02/2025;Crato;Feminino;23
24/02/2025;Caucaia;Feminino;43
24/02/2025;Fortaleza;Feminino;21
24/02/2025;Fortaleza;Feminino;22
24/02/2025;Pacatuba;Feminino;29
24/02/2025;Fortaleza;Feminino;24
24/02/2025;Aracati;Não identificado;Não Informada
24/02/2025;Fortaleza;Feminino;41
24/02/2025;Quixadá;Feminino;42
24/02/2025;Fortaleza;Feminino;38
24/02/2025;Fortaleza;Feminino;44
24/02/2025;Fortaleza;Feminino;36
25/02/2025;Fortaleza;Feminino;37
25/02/2025;Fortaleza;Feminino;45
25/02/2025;Sobral;Não identificado;Não Informada
25/02/2025;Fortaleza;Feminino;51
25/02/2025;Fortaleza;Feminino;30
25/02/2025;Fortaleza;Feminino;36
25/02/2025;São Benedito;Feminino;25
25/02/2025;Fortaleza;Masculino;36
25/02/2025;Fortaleza;Feminino;46
25/02/2025;Caucaia;Feminino;37
25/02/2025;Icapuí;Masculino;21
25/02/2025;Juazeiro do Norte;Feminino;25
25/02/2025;Saboeiro;Feminino;36
25/02/2025;Maracanaú;Não identificado;Não Informada
25/02/2025;Fortaleza;Feminino;59
25/02/2025;Fortaleza;Feminino;33
25/02/2025;Fortaleza;Feminino;38
26/02/2025;Caucaia;Masculino;25
26/02/2025;Fortaleza;Masculino;36
26/02/2025;Paraipaba;Masculino;40
26/02/2025;Fortaleza;Feminino;33
26/02/2025;Iguatu;Feminino;29
27/02/2025;Fortaleza;Masculino;26
27/02/2025;Acopiara;Feminino;36
27/02/2025;Morada Nova;Feminino;45
27/02/2025;Fortaleza;Feminino;42
27/02/2025;Fortaleza;Feminino;31
27/02/2025;Fortaleza;Feminino;28
27/02/2025;Fortaleza;Feminino;35
27/02/2025;Caririaçu;Feminino;26
28/02/2025;Nova Russas;Não identificado;Não Informada
28/02/2025;Fortaleza;Feminino;41
28/02/2025;Fortaleza;Feminino;42
28/02/2025;Fortaleza;Feminino;44
28/02/2025;Fortaleza;Feminino;44
28/02/2025;Fortaleza;Feminino;37
28/02/2025;Fortaleza;Feminino;31
28/02/2025;Fortaleza;Masculino;40
28/02/2025;Fortaleza;Feminino;27
01/03/2025;Itapajé;Feminino;43
01/03/2025;Aquiraz;Feminino;27
01/03/2025;Tianguá;Não identificado;Não Informada
02/03/2025;Fortaleza;Feminino;25
02/03/2025;Fortaleza;Feminino;22
02/03/2025;Fortaleza;Feminino;69
02/03/2025;Ipueiras;Feminino;32
02/03/2025;Ipu;Feminino;47
02/03/2025;Fortaleza;Feminino;22
03/03/2025;Umari;Feminino;28
04/03/2025;Fortaleza;Não identificado;Não Informada
04/03/2025;Fortaleza;Feminino;62
04/03/2025;Fortaleza;Feminino;24
04/03/2025;Iguatu;Feminino;26
04/03/2025;Tauá;Feminino;44
04/03/2025;Acopiara;Feminino;16
05/03/2025;Maracanaú;Feminino;45
05/03/2025;Caucaia;Feminino;22
05/03/2025;Fortaleza;Feminino;32
05/03/2025;Iguatu;Feminino;28
05/03/2025;Coreaú;Não identificado;Não Informada
05/03/2025;Caucaia;Masculino;29
05/03/2025;Fortaleza;Masculino;22
05/03/2025;Ibiapina;Não identificado;Não Informada
05/03/2025;Fortaleza;Feminino;41
05/03/2025;Fortaleza;Masculino;28
05/03/2025;Fortaleza;Feminino;Não Informada
05/03/2025;Forquilha;Não identificado;Não Informada
06/03/2025;Juazeiro do Norte;Feminino;25
06/03/2025;Acaraú;Feminino;30
06/03/2025;Fortaleza;Feminino;33
06/03/2025;Itapipoca;Não identificado;Não Informada
06/03/2025;Crato;Feminino;37
06/03/2025;Crateús;Feminino;45
06/03/2025;Juazeiro do Norte;Feminino;30
06/03/2025;Fortaleza;Não identificado;Não Informada
06/03/2025;Fortaleza;Feminino;28
