Data;Município;Gênero da Vítima;Idade da Vítima
12/12/2022;Fortaleza;Feminino;37
13/12/2022;Mauriti;Feminino;56
13/12/2022;Assaré;Feminino;48
13/12/2022;Fortaleza;Feminino;55
13/12/2022;Fortaleza;Feminino;45
13/12/2022;Fortaleza;Feminino;21
14/12/2022;Acopiara;Feminino;27
14/12/2022;Itapajé;Feminino;47
15/12/2022;Eusébio;Feminino;64
15/12/2022;Eusébio;Feminino;17
15/12/2022;Beberibe;Não identificado;Não Informada
15/12/2022;Caucaia;Feminino;28
15/12/2022;Bela Cruz;Feminino;18
15/12/2022;Juazeiro do Norte;Feminino;39
15/12/2022;Juazeiro do Norte;Feminino;19
15/12/2022;Aurora;Masculino;78
16/12/2022;Horizonte;Feminino;26
16/12/2022;Fortaleza;Masculino;35
16/12/2022;Fortaleza;Feminino;35
16/12/2022;Morada Nova;Feminino;37
16/12/2022;Itapajé;Feminino;28
16/12/2022;Fortaleza;Feminino;26
16/12/2022;Assaré;Feminino;51
17/12/2022;Fortaleza;Feminino;38
