 Código,Programa,Instituição de Ensino,Sigla da IES,Modalidade,Área de Avaliação,Nota da Avaliação
13001019007P1,CIÊNCIAS DA SAÚDE,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Prof.,INTERDISCIPLINAR                                  ,4
31002013024P0,Práticas em Desenvolvimento Sustentável,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,Prof.,INTERDISCIPLINAR                                  ,3
32012012006P7,Inovações e Tecnologias,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,Prof.,INTERDISCIPLINAR                                  ,4
32010010007P4,"Saúde, Sociedade e Ambiente",UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,Prof.,INTERDISCIPLINAR                                  ,3
31022014006P6,Relações Étnico-Raciais,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,CEFET-RJ,Aca.,INTERDISCIPLINAR                                  ,4
15006018005P6,Ciências Ambientais,UNIVERSIDADE DO ESTADO DO PARÁ,UEPA,Aca.,INTERDISCIPLINAR                                  ,4
33144010010P6,Ciências Humanas e Sociais,UNIVERSIDADE FEDERAL DO ABC,UFABC,Aca.,INTERDISCIPLINAR                                  ,5
30001013047P1,ENERGIA,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Aca.,INTERDISCIPLINAR                                  ,4
51005018012P8,Agronegócios,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Aca.,INTERDISCIPLINAR                                  ,4
50002015006P6,AMBIENTE E SISTEMAS DE PRODUÇÃO AGRÍCOLA,UNIVERSIDADE DO ESTADO DE MATO GROSSO CARLOS ALBERTO REYES MALDONADO,UNEMAT,Aca.,INTERDISCIPLINAR                                  ,4
40015017019P3,Biociências e Saúde,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,Aca.,INTERDISCIPLINAR                                  ,5
33002010217P9,Estudos Culturais,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,INTERDISCIPLINAR                                  ,4
33002010218P5,Mudança Social e Participação Política,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,INTERDISCIPLINAR                                  ,4
33002010220P0,TÊXTIL E MODA,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,INTERDISCIPLINAR                                  ,5
33029016001P4,ENSINO EM SAÚDE,FACULDADE DE MEDICINA DE MARÍLIA,FAMEMA,Prof.,INTERDISCIPLINAR                                  ,4
33005010034P4,Educação nas Profissões da Saúde,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,Prof.,INTERDISCIPLINAR                                  ,2
40006018018P1,Engenharia Biomédica,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Prof.,INTERDISCIPLINAR                                  ,4
31003010079P0,Ciências e Biotecnologia,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,INTERDISCIPLINAR                                  ,5
53001010088P8,Ciências e Tecnologias em Saúde,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,INTERDISCIPLINAR                                  ,5
53001010089P4,"Desenvolvimento, Sociedade e Cooperação Internacional",UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,INTERDISCIPLINAR                                  ,4
33008019007P2,Ciência e Tecnologia em Saúde,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,Prof.,INTERDISCIPLINAR                                  ,3
40030016002P5,PROMOÇÃO DA SAÚDE,UNIVERSIDADE CESUMAR,UNICESUMAR,Aca.,INTERDISCIPLINAR                                  ,5
33029016002P0,SAÚDE E ENVELHECIMENTO,FACULDADE DE MEDICINA DE MARÍLIA,FAMEMA,Aca.,INTERDISCIPLINAR                                  ,4
33144010013P5,Neurociência e Cognição,UNIVERSIDADE FEDERAL DO ABC,UFABC,Aca.,INTERDISCIPLINAR                                  ,5
33009015077P7,GESTÃO E INFORMÁTICA EM SAÚDE,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Aca.,INTERDISCIPLINAR                                  ,2
12008010007P7,"SEGURANÇA PÚBLICA, CIDADANIA E DIREITOS HUMANOS",UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Prof.,INTERDISCIPLINAR                                  ,3
22003010023P5,Ensino na Saúde,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Prof.,INTERDISCIPLINAR                                  ,3
11001011006P0,"Ciência, Inovação e Tecnologia para a Amazônia",UNIVERSIDADE FEDERAL DO ACRE,UFAC,Aca.,INTERDISCIPLINAR                                  ,4
31076017001P9,Preservação do Patrimônio Cultural,INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL,IPHAN,Prof.,INTERDISCIPLINAR                                  ,4
53001010093P1,Meio Ambiente e Desenvolvimento Rural,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,INTERDISCIPLINAR                                  ,4
13001019008P8,SOCIEDADE E FRONTEIRAS,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Aca.,INTERDISCIPLINAR                                  ,3
52012018004P0,"EDUCAÇÃO, LINGUAGEM E TECNOLOGIAS",UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Aca.,INTERDISCIPLINAR                                  ,4
23002018008P2,Ciências Sociais e Humanas,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,Aca.,INTERDISCIPLINAR                                  ,3
52001016057P9,Direitos Humanos,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Aca.,INTERDISCIPLINAR                                  ,4
52001016058P5,"Artes, Culturas e Tecnologias",UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Aca.,INTERDISCIPLINAR                                  ,4
24001015065P2,"DIREITOS HUMANOS, CIDADANIA E POLÍTICAS PÚBLICAS",UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPUS JOÃO PESSOA,UFPB-JOÃO PESSOA,Aca.,INTERDISCIPLINAR                                  ,4
31002013028P6,Modelagem Matemática e Computacional,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,Aca.,INTERDISCIPLINAR                                  ,3
41001010086P1,MÉTODOS E GESTÃO EM AVALIAÇÃO,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Prof.,INTERDISCIPLINAR                                  ,2
53001010095P4,Direitos Humanos e Cidadania,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,INTERDISCIPLINAR                                  ,5
53001010096P0,Nanociência e Nanobiotecnologia,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,INTERDISCIPLINAR                                  ,4
33003017096P3,"SAÚDE, INTERDISCIPLINARIDADE E REABILITAÇÃO",UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Aca.,INTERDISCIPLINAR                                  ,4
42037018001P9,Desenvolvimento Rural,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Prof.,INTERDISCIPLINAR                                  ,3
32011016012P0,Gestão Pública e Sociedade,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Aca.,INTERDISCIPLINAR                                  ,3
32003013011P5,"DESENVOLVIMENTO, TECNOLOGIAS E SOCIEDADE",UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,UNIFEI,Aca.,INTERDISCIPLINAR                                  ,4
15008010001P3,Desenvolvimento Rural e Gestão de Empreend. Agroalimentares,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,Prof.,INTERDISCIPLINAR                                  ,4
22003010026P4,CIÊNCIAS NATURAIS,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Aca.,INTERDISCIPLINAR                                  ,5
32004010028P5,Tecnologias e Inovações Ambientais,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Prof.,INTERDISCIPLINAR                                  ,3
25001019089P1,Direitos Humanos,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,INTERDISCIPLINAR                                  ,3
16003012014P9,GOVERNANÇA E TRANSFORMAÇÃO DIGITAL,UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,Prof.,INTERDISCIPLINAR                                  ,5
33008019008P9,POLÍTICAS PÚBLICAS,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,Aca.,INTERDISCIPLINAR                                  ,4
33125015001P6,Promoção da Saúde,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Prof.,INTERDISCIPLINAR                                  ,4
40015017022P4,DESENVOLVIMENTO RURAL SUSTENTÁVEL,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,Aca.,INTERDISCIPLINAR                                  ,5
25020013005P0,Ciências da Saúde e Biológicas,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Aca.,INTERDISCIPLINAR                                  ,4
41016017003P9,Ciências da Saúde,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Aca.,INTERDISCIPLINAR                                  ,4
33002010227P4,"Humanidades, Direitos e outras Legitimidades",UNIVERSIDADE DE SÃO PAULO,USP,Aca.,INTERDISCIPLINAR                                  ,4
32010010011P1,CIÊNCIAS HUMANAS,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,Prof.,INTERDISCIPLINAR                                  ,4
16003012015P5,Prestação Jurisdicional e Direitos Humanos,UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,Prof.,INTERDISCIPLINAR                                  ,4
31019013004P6,Gestão de Sistemas de Engenharia,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,UCP,Prof.,INTERDISCIPLINAR                                  ,3
42002010056P4,Tecnologias Educacionais em Rede,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Prof.,INTERDISCIPLINAR                                  ,5
15021017001P2,GESTÃO E  SAÚDE NA AMAZÔNIA,FUNDAÇÃO SANTA CASA DE MISERICÓRDIA DO PARÁ,FSCMPA,Prof.,INTERDISCIPLINAR                                  ,3
27001016045P0,Ciência da Propriedade Intelectual,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Aca.,INTERDISCIPLINAR                                  ,4
40003019018P2,Bioética,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Aca.,INTERDISCIPLINAR                                  ,4
52012018006P3,TERRITÓRIOS E EXPRESSÕES CULTURAIS NO CERRADO,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Aca.,INTERDISCIPLINAR                                  ,4
28007018015P4,Economia Regional e Políticas Públicas,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,Aca.,INTERDISCIPLINAR                                  ,4
28007018016P0,Modelagem Computacional em Ciência e Tecnologia,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,Aca.,INTERDISCIPLINAR                                  ,4
31003010090P3,CULTURA E TERRITORIALIDADES,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,INTERDISCIPLINAR                                  ,4
40014010010P0,DESENVOLVIMENTO COMUNITÁRIO,UNIVERSIDADE ESTADUAL DO CENTRO-OESTE,UNICENTRO,Aca.,INTERDISCIPLINAR                                  ,4
23001011066P6,Gestão de Processos Institucionais,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Prof.,INTERDISCIPLINAR                                  ,4
42003016051P5,Modelagem Matemática,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Aca.,INTERDISCIPLINAR                                  ,4
30011019006P5,Segurança Pública,UNIVERSIDADE VILA VELHA,UVV,Prof.,INTERDISCIPLINAR                                  ,4
42041015006P4,Diversidade Cultural e Inclusão Social,UNIVERSIDADE FEEVALE,FEEVALE,Aca.,INTERDISCIPLINAR                                  ,5
40004015040P4,Bioestatística,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Aca.,INTERDISCIPLINAR                                  ,4
25001019092P2,GERONTOLOGIA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,INTERDISCIPLINAR                                  ,4
41019016002P1,Ambiente e Saúde,UNIVERSIDADE DO PLANALTO CATARINENSE,UNIPLAC,Aca.,INTERDISCIPLINAR                                  ,4
42021014004P8,SAÚDE E DESENVOLVIMENTO HUMANO,UNIVERSIDADE LA SALLE,UNILASALLE,Prof.,INTERDISCIPLINAR                                  ,4
32004010030P0,Desenvolvimento sustentável e extensão,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Prof.,INTERDISCIPLINAR                                  ,4
33002037024P7,"Bioenergia USP, UNICAMP E UNESP",UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,USP-ESALQ,Aca.,INTERDISCIPLINAR                                  ,4
33004072069P5,Planejamento e Análise de Políticas Públicas,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS FRANCA,UNESP-FRANCA,Prof.,INTERDISCIPLINAR                                  ,4
33065012004P5,Processos Tecnológicos e Ambientais,UNIVERSIDADE DE SOROCABA,UNISO,Prof.,INTERDISCIPLINAR                                  ,5
42041015007P0,Indústria Criativa,UNIVERSIDADE FEEVALE,FEEVALE,Prof.,INTERDISCIPLINAR                                  ,5
41016017005P1,Tecnologia e Gestão da Inovação,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Prof.,INTERDISCIPLINAR                                  ,5
41020014003P2,Agroecologia e Desenvolvimento Rural Sustentável,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Aca.,INTERDISCIPLINAR                                  ,4
41015010006P1,Desenvolvimento socioeconômico,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Aca.,INTERDISCIPLINAR                                  ,4
40076016001P4,Sociedade e Desenvolvimento,UNIVERSIDADE ESTADUAL DO PARANÁ,UNESPAR,Aca.,INTERDISCIPLINAR                                  ,4
42037018002P5,Práticas Socioculturais e Desenvolvimento Social,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Aca.,INTERDISCIPLINAR                                  ,4
40043010001P0,Interdisciplinar  em Estudos Latino-Americanos,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,Aca.,INTERDISCIPLINAR                                  ,4
40030016003P1,Gestão do Conhecimento nas Organizações,UNIVERSIDADE CESUMAR,UNICESUMAR,Aca.,INTERDISCIPLINAR                                  ,4
22011013001P0,Sociobiodiversidade e Tecnologias Sustentáveis,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,UNILAB,Aca.,INTERDISCIPLINAR                                  ,3
33076014006P6,CIÊNCIAS HUMANAS,UNIVERSIDADE SANTO AMARO,UNISA,Aca.,INTERDISCIPLINAR                                  ,4
33004188001P8,AGRONEGÓCIO E DESENVOLVIMENTO,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS TUPÃ,UNESP-TUPÃ,Aca.,INTERDISCIPLINAR                                  ,5
32010010013P4,"TECNOLOGIA, AMBIENTE E SOCIEDADE",UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,Prof.,INTERDISCIPLINAR                                  ,3
32014015010P7,Modelagem Computacional e Sistemas,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Prof.,INTERDISCIPLINAR                                  ,3
52012018008P6,Ciências Aplicadas a Produtos para Saúde,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Aca.,INTERDISCIPLINAR                                  ,4
20002017010P9,"Biodiversidade, Ambiente e Saúde",UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Aca.,INTERDISCIPLINAR                                  ,4
31003010097P8,Sistemas de Gestão Sustentáveis,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,INTERDISCIPLINAR                                  ,4
24001015071P2,MODELAGEM MATEMÁTICA E COMPUTACIONAL,UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPUS JOÃO PESSOA,UFPB-JOÃO PESSOA,Aca.,INTERDISCIPLINAR                                  ,2
42003016052P1,Desenvolvimento Territorial e Sistemas Agroindustriais,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Aca.,INTERDISCIPLINAR                                  ,4
41001010087P8,Tecnologias da Informação e Comunicação,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Aca.,INTERDISCIPLINAR                                  ,4
42002010059P3,Gerontologia,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Aca.,INTERDISCIPLINAR                                  ,4
42037018003P1,Atenção Integral à Saúde,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Aca.,INTERDISCIPLINAR                                  ,4
41007018005P6,Biociências e Saúde,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Aca.,INTERDISCIPLINAR                                  ,4
22008012005P9,Energias Renováveis,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,Aca.,INTERDISCIPLINAR                                  ,3
28006011015P8,Relações Étnicas e Contemporaneidade,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,Aca.,INTERDISCIPLINAR                                  ,4
33002010244P6,GERONTOLOGIA,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,INTERDISCIPLINAR                                  ,4
31115004001P3,Engenharia e Gestão de Processos e Sistemas,INSTITUTO DE EDUCAÇÃO TECNOLÓGICA EIRELI,IETEC,Aca.,INTERDISCIPLINAR                                  ,2
31017010005P0,GESTÃO DO TRABALHO PARA A QUALIDADE DO AMBIENTE CONTRUÍDO,UNIVERSIDADE SANTA ÚRSULA,USU,Prof.,INTERDISCIPLINAR                                  ,3
15025012001P8,Dinâmicas Territoriais e Sociedade na Amazônia,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,Aca.,INTERDISCIPLINAR                                  ,4
42044014002P8,INFORMÁTICA NA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,Prof.,INTERDISCIPLINAR                                  ,4
31001017159P7,TECNOLOGIA PARA O DESENVOLVIMENTO SOCIAL,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Prof.,INTERDISCIPLINAR                                  ,4
33006016015P2,CIÊNCIAS DA SAÚDE,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Aca.,INTERDISCIPLINAR                                  ,4
40006018034P7,TECNOLOGIAS COMPUTACIONAIS PARA O AGRONEGÓCIO,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Aca.,INTERDISCIPLINAR                                  ,4
40003019020P7,DIREITOS HUMANOS E POLÍTICAS PÚBLICAS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Aca.,INTERDISCIPLINAR                                  ,4
41020014005P5,INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Aca.,INTERDISCIPLINAR                                  ,4
23001011079P0,"CIÊNCIA, TECNOLOGIA E INOVAÇÃO",UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Prof.,INTERDISCIPLINAR                                  ,3
30004012071P9,TECNOLOGIAS SUSTENTÁVEIS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,Prof.,INTERDISCIPLINAR                                  ,3
33092010016P3,INFORMÁTICA E GESTÃO DO CONHECIMENTO ,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Aca.,INTERDISCIPLINAR                                  ,5
28013018062P9,"DIREITO, GOVERNANÇA E POLÍTICAS PÚBLICAS",UNIVERSIDADE SALVADOR,UNIFACS,Prof.,INTERDISCIPLINAR                                  ,3
33300003001P0,"Economia Criativa, Estratégia e Inovação ",ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO RIO DE JANEIRO,ESPM,Prof.,INTERDISCIPLINAR                                  ,4
40015017072P1,"TECNOLOGIAS, GESTÃO E SUSTENTABILIDADE",UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,Prof.,INTERDISCIPLINAR                                  ,4
41020014007P8,DESENVOLVIMENTO E POLÍTICAS PÚBLICAS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Aca.,INTERDISCIPLINAR                                  ,4
42002010158P1,EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Aca.,INTERDISCIPLINAR                                  ,5
42070007001P6,DESENVOLVIMENTO E SOCIEDADE,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,Aca.,INTERDISCIPLINAR                                  ,4
33144010022P4,ENGENHARIA E GESTÃO DA INOVAÇÃO,UNIVERSIDADE FEDERAL DO ABC,UFABC,Aca.,INTERDISCIPLINAR                                  ,3
42021014006P0,MEMÓRIA SOCIAL E BENS CULTURAIS,UNIVERSIDADE LA SALLE,UNILASALLE,Aca.,INTERDISCIPLINAR                                  ,5
31102000001P6,PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Prof.,INTERDISCIPLINAR                                  ,4
22011013002P7,Interdisciplinar em Humanidades,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,UNILAB,Aca.,INTERDISCIPLINAR                                  ,3
25020013011P0,EXTENSÃO RURAL,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Prof.,INTERDISCIPLINAR                                  ,3
21001014077P2,GESTÃO PÚBLICA,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Prof.,INTERDISCIPLINAR                                  ,3
42045010001P8,AMBIENTE E SUSTENTABILIDADE,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,UERGS,Prof.,INTERDISCIPLINAR                                  ,3
42014018170P2,Tecnologia e Gestão Sustentáveis,UNIVERSIDADE DO VALE DO TAQUARI,UNIVATES,Prof.,INTERDISCIPLINAR                                  ,4
40006018170P8,INOVAÇÕES TECNOLÓGICAS,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Prof.,INTERDISCIPLINAR                                  ,3
13003011004P5,Direitos Humanos e Cidadania - PPGDHC,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,Prof.,INTERDISCIPLINAR                                  ,3
31010016149P7,PRESERVAÇÃO E GESTÃO DO PATRIMÔNIO CULTURAL DAS CIÊNCIAS E DA SAÚDE ,FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,Prof.,INTERDISCIPLINAR                                  ,4
32010010043P0,ESTUDOS RURAIS,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,Aca.,INTERDISCIPLINAR                                  ,4
33006016016P9,"LINGUAGENS, MÍDIA E ARTE",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Aca.,INTERDISCIPLINAR                                  ,4
33006016017P5,SUSTENTABILIDADE,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Aca.,INTERDISCIPLINAR                                  ,4
31010016150P5,"DIVULGAÇÃO DA CIÊNCIA, TECNOLOGIA E SAÚDE ",FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,Aca.,INTERDISCIPLINAR                                  ,4
15010015070P6,CIÊNCIAS DA SOCIEDADE,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,Aca.,INTERDISCIPLINAR                                  ,3
30015014002P5,"CIÊNCIA, TECNOLOGIA E EDUCAÇÃO",CENTRO UNIVERSITÁRIO VALE DO CRICARÉ,UNIVC,Prof.,INTERDISCIPLINAR                                  ,3
31040012002P1,SISTEMAS APLICADOS À ENGENHARIA E GESTÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF FLUMINENSE,Prof.,INTERDISCIPLINAR                                  ,4
31092012001P7,NOVAS TECNOLOGIAS DIGITAIS NA EDUCAÇÃO,CENTRO UNIVERSITÁRIO UNICARIOCA,UNICARIOCA,Prof.,INTERDISCIPLINAR                                  ,4
23003014072P9,"COGNIÇÃO, TECNOLOGIAS E INSTITUIÇÕES",UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Aca.,INTERDISCIPLINAR                                  ,4
42002010160P6,AGRONEGÓCIOS,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Aca.,INTERDISCIPLINAR                                  ,4
33004056092P6,MÍDIA E TECNOLOGIA,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS BAURU,UNESP-BAURU,Aca.,INTERDISCIPLINAR                                  ,4
22003010072P6,INTERDISCIPLINAR EM HISTÓRIA E LETRAS - MIHL,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Aca.,INTERDISCIPLINAR                                  ,3
33309000001P7,"PATRIMÔNIO, CULTURA E SOCIEDADE",UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO - CAMPUS NOVA IGUAÇU,UFRRJ-NOVA IGUAÇU,Aca.,INTERDISCIPLINAR                                  ,3
27011003001P9,"SOCIEDADE, TECNOLOGIAS E POLÍTICAS PÚBLICAS",CENTRO UNIVERSITÁRIO DE MACEIÓ,UNIMA,Aca.,INTERDISCIPLINAR                                  ,5
40005011170P1,CIÊNCIAS DA SAÚDE,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Aca.,INTERDISCIPLINAR                                  ,4
22001018087P0,MODELAGEM E MÉTODOS QUANTITATIVOS,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Aca.,INTERDISCIPLINAR                                  ,4
22001018088P7,AVALIAÇÃO DE POLÍTICAS PÚBLICAS - PPGAPP,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Aca.,INTERDISCIPLINAR                                  ,3
32018010041P5,"INTERDISCIPLINAR EM ARTES, URBANIDADES E SUSTENTABILIDADE",UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI,UFSJ,Aca.,INTERDISCIPLINAR                                  ,3
27001016173P8,INTERDISCIPLINAR EM CINEMA,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Aca.,INTERDISCIPLINAR                                  ,4
26005018001P5,DINÂMICAS TERRITORIAIS E CULTURA,UNIVERSIDADE ESTADUAL DE ALAGOAS,UNEAL,Aca.,INTERDISCIPLINAR                                  ,2
51005018170P2,FRONTEIRAS E DIREITOS HUMANOS,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Aca.,INTERDISCIPLINAR                                  ,4
33001014069P3,GERONTOLOGIA,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Aca.,INTERDISCIPLINAR                                  ,4
50008013006P4,AMBIENTE E SAÚDE,UNIVERSIDADE DE CUIABÁ,UNIC,Aca.,INTERDISCIPLINAR                                  ,4
42046017013P2,COMPUTAÇÃO APLICADA,UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,Aca.,INTERDISCIPLINAR                                  ,3
