Local da ocorrência,Município,Data da Restituição
RESIDENCIA PARTICULAR,Horizonte,30/07/2025
VIA PUBLICA,Fortaleza,30/07/2025
CASA COMERCIAL,Caucaia,30/07/2025
RESIDENCIA PARTICULAR,Caucaia,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Maracanaú,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
CASA COMERCIAL,Maracanaú,30/07/2025
RESIDENCIA PARTICULAR,Caucaia,30/07/2025
RESIDENCIA PARTICULAR,Caucaia,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
AMBIENTE VIRTUAL(INTERNET),Baturité,30/07/2025
RESIDENCIA PARTICULAR,Amontada,30/07/2025
VIA PUBLICA,Caucaia,30/07/2025
VIA PUBLICA,Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Amontada,30/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
TERRENO BALDIO,Acarape,30/07/2025
VIA PUBLICA,Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
VIA PUBLICA,Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Caucaia,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
CASA COMERCIAL,Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
VIA PUBLICA,Reriutaba,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Acaraú,30/07/2025
VIA PUBLICA,Fortaleza,31/07/2025
RESIDENCIA PARTICULAR,Fortaleza,31/07/2025
VIA PUBLICA,Fortaleza,31/07/2025
CASA COMERCIAL,Tabuleiro do Norte,31/07/2025
RESIDENCIA PARTICULAR,Quixelô,31/07/2025
VIA PUBLICA,Fortaleza,31/07/2025
VIA PUBLICA,Caucaia,31/07/2025
REPARTICAO PUBLICA,Parambu,31/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,31/07/2025
VIA PUBLICA,Russas,31/07/2025
VIA PUBLICA,Russas,31/07/2025
RESIDENCIA PARTICULAR,Fortaleza,31/07/2025
RESIDENCIA PARTICULAR,Fortaleza,31/07/2025
RESIDENCIA PARTICULAR,Iguatu,31/07/2025
RESIDENCIA PARTICULAR,Fortaleza,31/07/2025
RESIDENCIA PARTICULAR,Fortaleza,31/07/2025
RESIDENCIA PARTICULAR,Caucaia,31/07/2025
VIA PUBLICA,Juazeiro do Norte,31/07/2025
EDIFICIO PUBLICO,Paraipaba,31/07/2025
RESIDENCIA PARTICULAR,Fortaleza,31/07/2025
RESIDENCIA PARTICULAR,Maracanaú,31/07/2025
RESIDENCIA PARTICULAR,Fortaleza,31/07/2025
RESIDENCIA PARTICULAR,Fortaleza,31/07/2025
VIA PUBLICA,Fortaleza,01/08/2025
VIA PUBLICA,Fortaleza,01/08/2025
RESIDENCIA PARTICULAR,Caucaia,01/08/2025
VIA PUBLICA,Eusébio,01/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,01/08/2025
VIA PUBLICA,Fortaleza,01/08/2025
RESIDENCIA PARTICULAR,Fortaleza,01/08/2025
RESIDENCIA PARTICULAR,Caucaia,01/08/2025
VIA PUBLICA,Eusébio,01/08/2025
RESIDENCIA PARTICULAR,Tabuleiro do Norte,01/08/2025
VIA PUBLICA,Fortaleza,01/08/2025
VIA PUBLICA,Fortaleza,01/08/2025
RESIDENCIA PARTICULAR,Fortaleza,01/08/2025
RESIDENCIA PARTICULAR,Fortaleza,01/08/2025
RESIDENCIA PARTICULAR,Fortaleza,01/08/2025
VIA PUBLICA,Fortaleza,01/08/2025
RESIDENCIA PARTICULAR,Fortaleza,01/08/2025
RESIDENCIA PARTICULAR,Iguatu,01/08/2025
VIA PUBLICA,Aratuba,01/08/2025
VIA PUBLICA,Juazeiro do Norte,01/08/2025
VIA PUBLICA,Fortaleza,01/08/2025
RESIDENCIA PARTICULAR,Fortaleza,01/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,01/08/2025
VIA PUBLICA,Fortaleza,01/08/2025
RESIDENCIA PARTICULAR,Caucaia,01/08/2025
RESIDENCIA PARTICULAR,Fortaleza,01/08/2025
RESIDENCIA PARTICULAR,Fortaleza,01/08/2025
NAO INFORMADO,Russas,01/08/2025
VIA PUBLICA,Fortaleza,02/08/2025
RESIDENCIA PARTICULAR,Morada Nova,02/08/2025
RESIDENCIA PARTICULAR,Maranguape,02/08/2025
VIA PUBLICA,Fortaleza,03/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
VIA PUBLICA,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
AMBIENTE VIRTUAL(INTERNET),Caucaia,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
RESIDENCIA PARTICULAR,Maracanaú,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
RESIDENCIA PARTICULAR,Caucaia,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
VIA PUBLICA,Fortaleza,04/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Caucaia,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Maracanaú,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
"MERCADO PUBLICO, FEIRA.",Massapê,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
"MERCADO PUBLICO, FEIRA.",Caucaia,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
CASA COMERCIAL,Crato,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
AMBIENTE VIRTUAL(INTERNET),Caucaia,04/08/2025
RESIDENCIA PARTICULAR,Caucaia,04/08/2025
RESIDENCIA PARTICULAR,Umirim,04/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,04/08/2025
VIA PUBLICA,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
VIA PUBLICA,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
REPARTICAO PUBLICA,Juazeiro do Norte,04/08/2025
CASA COMERCIAL,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Caucaia,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
AMBIENTE VIRTUAL(INTERNET),Pacajus,04/08/2025
REPARTICAO PUBLICA,Fortaleza,04/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Caucaia,04/08/2025
FARMACIA,São Gonçalo do Amarante,04/08/2025
VIA PUBLICA,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Aquiraz,04/08/2025
RESIDENCIA PARTICULAR,Eusébio,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
RESIDENCIA PARTICULAR,Fortaleza,04/08/2025
VIA PUBLICA,Russas,05/08/2025
RESIDENCIA PARTICULAR,Cascavel,05/08/2025
CASA COMERCIAL,Maracanaú,05/08/2025
VIA PUBLICA,Fortaleza,05/08/2025
VIA PUBLICA,Russas,05/08/2025
"HOTEL, PENSAO, ETC",Fortaleza,05/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,05/08/2025
RESIDENCIA PARTICULAR,Caucaia,05/08/2025
RESIDENCIA PARTICULAR,Orós,05/08/2025
AMBIENTE VIRTUAL(INTERNET),Jijoca de Jericoacoara,05/08/2025
CASA COMERCIAL,Crato,05/08/2025
NAO INFORMADO,Fortaleza,05/08/2025
RESIDENCIA PARTICULAR,Fortaleza,05/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,05/08/2025
RESIDENCIA PARTICULAR,Fortaleza,05/08/2025
VIA PUBLICA,Crateús,05/08/2025
RESIDENCIA PARTICULAR,Fortaleza,05/08/2025
VIA PUBLICA,Cascavel,05/08/2025
EDIFICIO PUBLICO,Fortaleza,05/08/2025
VIA PUBLICA,Itapipoca,05/08/2025
PRAIA,Fortim,05/08/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,05/08/2025
VIA PUBLICA,Pacajus,05/08/2025
RESIDENCIA PARTICULAR,Fortaleza,06/08/2025
RESIDENCIA PARTICULAR,Sobral,06/08/2025
INDUSTRIA,Fortaleza,06/08/2025
VIA PUBLICA,Fortaleza,06/08/2025
CASA COMERCIAL,Fortaleza,06/08/2025
RESIDENCIA PARTICULAR,Fortaleza,06/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,06/08/2025
EDIFICIO PUBLICO,Paraipaba,06/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,06/08/2025
RESIDENCIA PARTICULAR,Fortaleza,06/08/2025
RESIDENCIA PARTICULAR,Fortaleza,06/08/2025
VIA PUBLICA,Fortaleza,06/08/2025
FARMACIA,Iguatu,06/08/2025
VIA PUBLICA,Fortaleza,06/08/2025
VIA PUBLICA,Maracanaú,06/08/2025
EDIFICIO PUBLICO,Crato,06/08/2025
NAO INFORMADO,Fortaleza,06/08/2025
RESIDENCIA PARTICULAR,Russas,06/08/2025
NAO INFORMADO,Quixadá,06/08/2025
VIA PUBLICA,Viçosa do Ceará,06/08/2025
RESIDENCIA PARTICULAR,Fortaleza,06/08/2025
REPARTICAO PUBLICA,Iracema,06/08/2025
RESIDENCIA PARTICULAR,Fortaleza,06/08/2025
RESIDENCIA PARTICULAR,Fortaleza,06/08/2025
NAO INFORMADO,Senador Pompeu,06/08/2025
RESIDENCIA PARTICULAR,Fortaleza,06/08/2025
RESIDENCIA PARTICULAR,Fortaleza,06/08/2025
NAO INFORMADO,Iguatu,06/08/2025
AMBIENTE VIRTUAL(INTERNET),Aquiraz,06/08/2025
ESTADIO PRESIDENTE VARGAS,Fortaleza,06/08/2025
VIA PUBLICA,Icó,06/08/2025
VIA PUBLICA,Fortaleza,06/08/2025
CASA COMERCIAL,Fortaleza,06/08/2025
NAO INFORMADO,Fortaleza,06/08/2025
RESIDENCIA PARTICULAR,Itaitinga,06/08/2025
RESIDENCIA PARTICULAR,Itapipoca,06/08/2025
RESIDENCIA PARTICULAR,Caucaia,06/08/2025
RESIDENCIA PARTICULAR,Fortaleza,06/08/2025
RESIDENCIA PARTICULAR,Fortaleza,06/08/2025
AMBIENTE VIRTUAL(INTERNET),Pacatuba,06/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,06/08/2025
VIA PUBLICA,Ipaumirim,06/08/2025
EDIFICIO PUBLICO,Caucaia,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Caucaia,07/08/2025
ESTADIO PRESIDENTE VARGAS,Caucaia,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
VIA PUBLICA,Fortaleza,07/08/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,07/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Pedra Branca,07/08/2025
RODOVIA,Iguatu,07/08/2025
CASA COMERCIAL,Fortaleza,07/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,07/08/2025
VIA PUBLICA,Fortaleza,07/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,07/08/2025
CASA COMERCIAL,Pacatuba,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
VIA PUBLICA,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
VIA PUBLICA,Crateús,07/08/2025
TÁXI,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Maracanaú,07/08/2025
RESIDENCIA PARTICULAR,Maracanaú,07/08/2025
RESIDENCIA PARTICULAR,Acopiara,07/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
CASA COMERCIAL,Fortaleza,07/08/2025
EDIFICIO PUBLICO,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
AMBIENTE VIRTUAL(INTERNET),Caucaia,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
AMBIENTE VIRTUAL(INTERNET),Caucaia,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Fortaleza,07/08/2025
VIA PUBLICA,Fortaleza,07/08/2025
RESIDENCIA PARTICULAR,Quixeramobim,07/08/2025
VIA PUBLICA,Pacatuba,08/08/2025
REPARTICAO PUBLICA,Jijoca de Jericoacoara,08/08/2025
RESIDENCIA PARTICULAR,Jijoca de Jericoacoara,08/08/2025
NAO INFORMADO,Crato,08/08/2025
VIA PUBLICA,Quixadá,08/08/2025
VIA PUBLICA,Sobral,08/08/2025
ESTACIONAMENTO,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
VIA PUBLICA,Pacatuba,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
REPARTICAO PUBLICA,Juazeiro do Norte,08/08/2025
REPARTICAO PUBLICA,Juazeiro do Norte,08/08/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,08/08/2025
ESTADIO PRESIDENTE VARGAS,Fortaleza,08/08/2025
REPARTICAO PUBLICA,Juazeiro do Norte,08/08/2025
CASA COMERCIAL,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Maracanaú,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
VIA PUBLICA,Pacatuba,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Mauriti,08/08/2025
EDIFICIO PUBLICO,Juazeiro do Norte,08/08/2025
VIA PUBLICA,Juazeiro do Norte,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
VAN,Senador Pompeu,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Fortim,08/08/2025
RESIDENCIA PARTICULAR,Caucaia,08/08/2025
REPARTICAO PUBLICA,Barbalha,08/08/2025
VIA PUBLICA,Juazeiro do Norte,08/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,08/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,08/08/2025
VIA PUBLICA,Juazeiro do Norte,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
NAO INFORMADO,Crato,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
REPARTICAO PUBLICA,Juazeiro do Norte,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
CASA COMERCIAL,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
CASA COMERCIAL,Mauriti,08/08/2025
CASA COMERCIAL,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,08/08/2025
VIA PUBLICA,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
VIA PUBLICA,Juazeiro do Norte,08/08/2025
VIA PUBLICA,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,08/08/2025
REPARTICAO PUBLICA,Jijoca de Jericoacoara,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Juazeiro do Norte,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Juazeiro do Norte,08/08/2025
VIA PUBLICA,Juazeiro do Norte,08/08/2025
RESIDENCIA PARTICULAR,Fortaleza,08/08/2025
VIA PUBLICA,Juazeiro do Norte,08/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,08/08/2025
RESIDENCIA PARTICULAR,Icó,09/08/2025
VIA PUBLICA,Fortaleza,10/08/2025
RESIDENCIA PARTICULAR,Fortaleza,10/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,11/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,11/08/2025
AMBIENTE VIRTUAL(INTERNET),Pacatuba,11/08/2025
RESIDENCIA PARTICULAR,Fortaleza,11/08/2025
VIA PUBLICA,Maracanaú,11/08/2025
VIA PUBLICA,Maracanaú,11/08/2025
VIA PUBLICA,Maracanaú,11/08/2025
VIA PUBLICA,Maracanaú,11/08/2025
VIA PUBLICA,Tauá,11/08/2025
VIA PUBLICA,Horizonte,11/08/2025
RESIDENCIA PARTICULAR,Icapuí,11/08/2025
VIA PUBLICA,Fortaleza,11/08/2025
RESIDENCIA PARTICULAR,Fortaleza,11/08/2025
RESIDENCIA PARTICULAR,Aquiraz,11/08/2025
VIA PUBLICA,Quixeramobim,11/08/2025
VIA PUBLICA,Fortaleza,11/08/2025
RESIDENCIA PARTICULAR,Fortaleza,11/08/2025
AMBIENTE VIRTUAL(INTERNET),Canindé,11/08/2025
REPARTICAO PUBLICA,Horizonte,11/08/2025
RESIDENCIA PARTICULAR,Cascavel,11/08/2025
RESIDENCIA PARTICULAR,Itapipoca,11/08/2025
RESIDENCIA PARTICULAR,Itapipoca,11/08/2025
RESIDENCIA PARTICULAR,Fortaleza,11/08/2025
VIA PUBLICA,Fortaleza,12/08/2025
VIA PUBLICA,Fortaleza,12/08/2025
VIA PUBLICA,Fortaleza,12/08/2025
VIA PUBLICA,Horizonte,12/08/2025
RESIDENCIA PARTICULAR,Fortaleza,12/08/2025
REPARTICAO PUBLICA,Camocim,12/08/2025
RESIDENCIA PARTICULAR,Fortaleza,12/08/2025
RESIDENCIA PARTICULAR,Fortaleza,12/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,12/08/2025
"BAR, RESTAURANTE, ETC",Fortaleza,12/08/2025
VIA PUBLICA,Horizonte,12/08/2025
"TEATRO,CINEMA,CASA DE SHOWS",Maracanaú,12/08/2025
REPARTICAO PUBLICA,Camocim,12/08/2025
RESIDENCIA PARTICULAR,Fortaleza,12/08/2025
VIA PUBLICA,Fortaleza,12/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,12/08/2025
VIA PUBLICA,Crato,12/08/2025
VIA PUBLICA,Russas,12/08/2025
RESIDENCIA PARTICULAR,Pacatuba,12/08/2025
VIA PUBLICA,Novo Oriente,12/08/2025
VIA PUBLICA,Russas,12/08/2025
EDIFICIO PUBLICO,Morada Nova,12/08/2025
RESIDENCIA PARTICULAR,Sobral,12/08/2025
RESIDENCIA PARTICULAR,Limoeiro do Norte,12/08/2025
"BAR, RESTAURANTE, ETC",Mauriti,12/08/2025
VIA PUBLICA,Maracanaú,12/08/2025
REPARTICAO PUBLICA,Fortaleza,13/08/2025
VIA PUBLICA,Fortaleza,13/08/2025
VIA PUBLICA,Fortaleza,13/08/2025
CASA COMERCIAL,Fortaleza,13/08/2025
RESIDENCIA PARTICULAR,Fortaleza,13/08/2025
CASA COMERCIAL,Maracanaú,13/08/2025
VIA PUBLICA,Fortaleza,13/08/2025
VIA PUBLICA,Aracati,13/08/2025
VIA PUBLICA,Fortaleza,13/08/2025
VIA PUBLICA,Caucaia,13/08/2025
RESIDENCIA PARTICULAR,Mombaça,13/08/2025
RESIDENCIA PARTICULAR,Cascavel,13/08/2025
CASA COMERCIAL,Caucaia,13/08/2025
REPARTICAO PUBLICA,Juazeiro do Norte,13/08/2025
CASA COMERCIAL,Itarema,13/08/2025
RESIDENCIA PARTICULAR,Beberibe,13/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,13/08/2025
"HOSPITAL, CLINICA, ETC",Fortaleza,13/08/2025
RESIDENCIA PARTICULAR,Pacatuba,14/08/2025
CASA COMERCIAL,Cascavel,14/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,14/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,14/08/2025
REPARTICAO PUBLICA,Fortaleza,14/08/2025
NAO INFORMADO,Tabuleiro do Norte,14/08/2025
RESIDENCIA PARTICULAR,Pacatuba,14/08/2025
RESIDENCIA PARTICULAR,Juazeiro do Norte,14/08/2025
RESIDENCIA PARTICULAR,Itapipoca,14/08/2025
RESIDENCIA PARTICULAR,Acaraú,14/08/2025
VIA PUBLICA,Caucaia,14/08/2025
RESIDENCIA PARTICULAR,Fortaleza,14/08/2025
"BAR, RESTAURANTE, ETC",Mombaça,14/08/2025
VIA PUBLICA,Reriutaba,14/08/2025
VIA PUBLICA,Morada Nova,15/08/2025
VIA PUBLICA,Russas,15/08/2025
VIA PUBLICA,Juazeiro do Norte,15/08/2025
ÔNIBUS,Pacatuba,15/08/2025
"BAR, RESTAURANTE, ETC",Juazeiro do Norte,15/08/2025
VIA PUBLICA,Fortaleza,15/08/2025
"MERCADO PUBLICO, FEIRA.",Juazeiro do Norte,15/08/2025
VIA PUBLICA,Juazeiro do Norte,15/08/2025
RODOVIA,Uruoca,15/08/2025
VIA PUBLICA,Juazeiro do Norte,15/08/2025
VIA PUBLICA,Juazeiro do Norte,15/08/2025
VIA PUBLICA,Juazeiro do Norte,15/08/2025
VIA PUBLICA,Juazeiro do Norte,15/08/2025
VIA PUBLICA,Juazeiro do Norte,15/08/2025
RESIDENCIA PARTICULAR,Mombaça,15/08/2025
RESIDENCIA PARTICULAR,Beberibe,15/08/2025
CAMPO DE FUTEBOL(SUBURBIO),Pedra Branca,15/08/2025
RESIDENCIA PARTICULAR,Beberibe,15/08/2025
VIA PUBLICA,Juazeiro do Norte,15/08/2025
VIA PUBLICA,Juazeiro do Norte,15/08/2025
"BAR, RESTAURANTE, ETC",Juazeiro do Norte,15/08/2025
RESIDENCIA PARTICULAR,Juazeiro do Norte,15/08/2025
VIA PUBLICA,Fortaleza,16/08/2025
VIA PUBLICA,Fortaleza,16/08/2025
VIA PUBLICA,Maranguape,18/08/2025
PRACA,Fortaleza,18/08/2025
RESIDENCIA PARTICULAR,Juazeiro do Norte,18/08/2025
VIA PUBLICA,Pacajus,18/08/2025
RESIDENCIA PARTICULAR,Aurora,18/08/2025
VIA PUBLICA,Caucaia,18/08/2025
RESIDENCIA PARTICULAR,Juazeiro do Norte,19/08/2025
EVENTO,Maracanaú,19/08/2025
VIA PUBLICA,Reriutaba,19/08/2025
RESIDENCIA PARTICULAR,Tejuçuoca,19/08/2025
VIA PUBLICA,Morada Nova,19/08/2025
NAO INFORMADO,Mombaça,19/08/2025
REPARTICAO PUBLICA,Fortaleza,19/08/2025
NAO INFORMADO,Itapipoca,19/08/2025
RESIDENCIA PARTICULAR,Viçosa do Ceará,19/08/2025
RESIDENCIA PARTICULAR,Fortaleza,19/08/2025
VIA PUBLICA,Jaguaruana,19/08/2025
VIA PUBLICA,Araripe,19/08/2025
VIA PUBLICA,Fortaleza,20/08/2025
PRACA,Quixadá,20/08/2025
VIA PUBLICA,Fortaleza,20/08/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,20/08/2025
"BAR, RESTAURANTE, ETC",Fortaleza,20/08/2025
AMBIENTE VIRTUAL(INTERNET),Trairi,20/08/2025
RESIDENCIA PARTICULAR,Itapipoca,20/08/2025
RESIDENCIA PARTICULAR,Irauçuba,20/08/2025
AMBIENTE VIRTUAL(INTERNET),Itapipoca,20/08/2025
RESIDENCIA PARTICULAR,Fortaleza,20/08/2025
RESIDENCIA PARTICULAR,Fortaleza,20/08/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,20/08/2025
VIA PUBLICA,Quixadá,20/08/2025
EVENTO,Quixadá,20/08/2025
AMBIENTE VIRTUAL(INTERNET),Cascavel,21/08/2025
VIA PUBLICA,Fortaleza,21/08/2025
VIA PUBLICA,Quixadá,21/08/2025
VIA PUBLICA,Fortaleza,21/08/2025
REPARTICAO PUBLICA,Juazeiro do Norte,21/08/2025
REPARTICAO PUBLICA,Sobral,21/08/2025
VIA PUBLICA,Missão Velha,21/08/2025
TERRENO BALDIO,Fortaleza,21/08/2025
NAO INFORMADO,Quixeramobim,21/08/2025
CASA COMERCIAL,Juazeiro do Norte,21/08/2025
"BAR, RESTAURANTE, ETC",Fortaleza,21/08/2025
VIA PUBLICA,Fortaleza,21/08/2025
EDIFICIO PUBLICO,Fortaleza,21/08/2025
AMBIENTE VIRTUAL(INTERNET),Itapipoca,21/08/2025
CASA COMERCIAL,Cascavel,22/08/2025
VIA PUBLICA,Fortaleza,22/08/2025
VIA PUBLICA,Juazeiro do Norte,22/08/2025
VIA PUBLICA,Ubajara,22/08/2025
CASA COMERCIAL,Fortaleza,22/08/2025
PRACA,Juazeiro do Norte,22/08/2025
VIA PUBLICA,Maracanaú,22/08/2025
VIA PUBLICA,Juazeiro do Norte,22/08/2025
RESIDENCIA PARTICULAR,Juazeiro do Norte,22/08/2025
VIA PUBLICA,Juazeiro do Norte,22/08/2025
VIA PUBLICA,Juazeiro do Norte,22/08/2025
RESIDENCIA PARTICULAR,Juazeiro do Norte,22/08/2025
VIA PUBLICA,Fortaleza,22/08/2025
EDIFICIO PUBLICO,Juazeiro do Norte,22/08/2025
PRACA,Quixadá,22/08/2025
