Local da ocorrência,Município,Data da Restituição
RESIDENCIA PARTICULAR,Jaguaribe,19/05/2017
VIA PUBLICA,Fortaleza,21/05/2017
VIA PUBLICA,São Gonçalo do Amarante,21/05/2017
VIA PUBLICA,Sobral,21/05/2017
VIA PUBLICA,São Gonçalo do Amarante,21/05/2017
VIA PUBLICA,São Gonçalo do Amarante,21/05/2017
VIA PUBLICA,Guaraciaba do Norte,21/05/2017
VIA PUBLICA,Fortaleza,22/05/2017
NAO INFORMADO,Limoeiro do Norte,22/05/2017
VIA PUBLICA,Maracanaú,22/05/2017
CASA COMERCIAL,Caucaia,22/05/2017
VIA PUBLICA,Caririaçu,22/05/2017
RESIDENCIA PARTICULAR,Jaguaribe,22/05/2017
CASA COMERCIAL,Caucaia,22/05/2017
CASA COMERCIAL,Caucaia,22/05/2017
VIA PUBLICA,Caririaçu,22/05/2017
VIA PUBLICA,Sobral,22/05/2017
"HOSPITAL, CLINICA, ETC",Croatá,22/05/2017
VIA PUBLICA,Fortaleza,23/05/2017
VIA PUBLICA,Fortaleza,23/05/2017
RESIDENCIA PARTICULAR,Ubajara,23/05/2017
VIA PUBLICA,Graça,23/05/2017
VIA PUBLICA,Paracuru,23/05/2017
VIA PUBLICA,Fortaleza,23/05/2017
RESIDENCIA PARTICULAR,Tabuleiro do Norte,23/05/2017
VIA PUBLICA,Fortaleza,23/05/2017
RESIDENCIA PARTICULAR,Juazeiro do Norte,23/05/2017
RESIDENCIA PARTICULAR,Fortaleza,24/05/2017
CASA COMERCIAL,Quixeramobim,24/05/2017
"BAR, RESTAURANTE, ETC",Massapê,24/05/2017
RESIDENCIA PARTICULAR,Fortaleza,24/05/2017
CASA COMERCIAL,Tianguá,24/05/2017
VIA PUBLICA,Russas,24/05/2017
VIA PUBLICA,Maracanaú,24/05/2017
VIA PUBLICA,Viçosa do Ceará,24/05/2017
VIA PUBLICA,Fortaleza,25/05/2017
NAO INFORMADO,Fortaleza,25/05/2017
NAO INFORMADO,Fortaleza,25/05/2017
VIA PUBLICA,Fortaleza,25/05/2017
NAO INFORMADO,Fortaleza,25/05/2017
NAO INFORMADO,Fortaleza,25/05/2017
VIA PUBLICA,Fortaleza,25/05/2017
NAO INFORMADO,Fortaleza,25/05/2017
NAO INFORMADO,Fortaleza,25/05/2017
NAO INFORMADO,Fortaleza,25/05/2017
NAO INFORMADO,Fortaleza,25/05/2017
VIA PUBLICA,Fortaleza,25/05/2017
NAO INFORMADO,Fortaleza,25/05/2017
VIA PUBLICA,Maranguape,26/05/2017
VIA PUBLICA,Fortaleza,26/05/2017
VIA PUBLICA,Fortaleza,26/05/2017
VIA PUBLICA,Fortaleza,26/05/2017
VIA PUBLICA,Fortaleza,26/05/2017
RESIDENCIA PARTICULAR,Santa Quitéria,26/05/2017
VIA PUBLICA,Fortaleza,26/05/2017
VIA PUBLICA,Fortaleza,26/05/2017
VIA PUBLICA,Fortaleza,26/05/2017
VIA PUBLICA,Canindé,27/05/2017
VIA PUBLICA,Canindé,27/05/2017
PRACA,Banabuiú,27/05/2017
PRACA,Banabuiú,27/05/2017
NAO INFORMADO,Fortaleza,27/05/2017
VIA PUBLICA,Fortaleza,27/05/2017
PRACA,Banabuiú,27/05/2017
PRACA,Banabuiú,27/05/2017
VIA PUBLICA,Fortaleza,27/05/2017
RESIDENCIA PARTICULAR,Fortaleza,27/05/2017
PRACA,Banabuiú,27/05/2017
VIA PUBLICA,Fortaleza,27/05/2017
VIA PUBLICA,Fortaleza,28/05/2017
VIA PUBLICA,Fortaleza,28/05/2017
VIA PUBLICA,Fortaleza,28/05/2017
RESIDENCIA PARTICULAR,Tianguá,29/05/2017
VIA PUBLICA,Fortaleza,29/05/2017
REPARTICAO PUBLICA,Iguatu,29/05/2017
VIA PUBLICA,Fortaleza,29/05/2017
VIA PUBLICA,Fortaleza,29/05/2017
VIA PUBLICA,Eusébio,29/05/2017
VIA PUBLICA,Fortaleza,29/05/2017
VIA PUBLICA,Fortaleza,29/05/2017
VIA PUBLICA,Fortaleza,29/05/2017
VIA PUBLICA,Eusébio,29/05/2017
VIA PUBLICA,Fortaleza,29/05/2017
RESIDENCIA PARTICULAR,Várzea Alegre,29/05/2017
VIA PUBLICA,Fortaleza,29/05/2017
HABITACAO COLETIVA,Fortaleza,29/05/2017
VIA PUBLICA,Umari,30/05/2017
VIA PUBLICA,Fortaleza,30/05/2017
VIA PUBLICA,Maracanaú,30/05/2017
RESIDENCIA PARTICULAR,Fortaleza,30/05/2017
CASA COMERCIAL,Tianguá,30/05/2017
VIA PUBLICA,Fortaleza,30/05/2017
VIA PUBLICA,Fortaleza,30/05/2017
VIA PUBLICA,Fortaleza,30/05/2017
VIA PUBLICA,Fortaleza,30/05/2017
CASA COMERCIAL,Tianguá,30/05/2017
VIA PUBLICA,Russas,30/05/2017
VIA PUBLICA,Fortaleza,31/05/2017
VIA PUBLICA,Umari,31/05/2017
VIA PUBLICA,Fortaleza,31/05/2017
VIA PUBLICA,Ipaumirim,31/05/2017
VIA PUBLICA,Fortaleza,31/05/2017
VIA PUBLICA,Fortaleza,31/05/2017
NAO INFORMADO,Pacatuba,31/05/2017
VIA PUBLICA,Fortaleza,31/05/2017
VIA PUBLICA,Fortaleza,31/05/2017
VIA PUBLICA,Fortaleza,31/05/2017
VIA PUBLICA,Umari,31/05/2017
VIA PUBLICA,Fortaleza,31/05/2017
NAO INFORMADO,Horizonte,31/05/2017
VIA PUBLICA,Viçosa do Ceará,31/05/2017
VIA PUBLICA,Fortaleza,31/05/2017
VIA PUBLICA,Fortaleza,31/05/2017
NAO INFORMADO,Horizonte,31/05/2017
RESIDENCIA PARTICULAR,Fortaleza,31/05/2017
VIA PUBLICA,Ipu,01/06/2017
VIA PUBLICA,Fortaleza,01/06/2017
VIA PUBLICA,Fortaleza,01/06/2017
VIA PUBLICA,Umari,01/06/2017
VIA PUBLICA,Fortaleza,01/06/2017
VIA PUBLICA,Fortaleza,01/06/2017
"HOSPITAL, CLINICA, ETC",Viçosa do Ceará,01/06/2017
VIA PUBLICA,Tianguá,01/06/2017
VIA PUBLICA,Itapajé,01/06/2017
RESIDENCIA PARTICULAR,Baixio,01/06/2017
VIA PUBLICA,Fortaleza,02/06/2017
VIA PUBLICA,Fortaleza,02/06/2017
NAO INFORMADO,Fortaleza,02/06/2017
VIA PUBLICA,Maracanaú,02/06/2017
RESIDENCIA PARTICULAR,Caucaia,03/06/2017
RESIDENCIA PARTICULAR,Caucaia,03/06/2017
VIA FERREA,Fortaleza,03/06/2017
CASA COMERCIAL,Canindé,04/06/2017
CASA COMERCIAL,Canindé,04/06/2017
VIA PUBLICA,Caucaia,04/06/2017
RESIDENCIA PARTICULAR,Itatira,04/06/2017
NAO INFORMADO,Fortaleza,05/06/2017
NAO INFORMADO,Fortaleza,05/06/2017
RESIDENCIA PARTICULAR,Fortaleza,05/06/2017
VIA PUBLICA,Maracanaú,05/06/2017
RESIDENCIA PARTICULAR,Fortaleza,06/06/2017
VIA PUBLICA,Fortaleza,06/06/2017
RESIDENCIA PARTICULAR,Fortaleza,06/06/2017
NAO INFORMADO,Fortaleza,06/06/2017
RESIDENCIA PARTICULAR,Acaraú,06/06/2017
CASA COMERCIAL,Caucaia,06/06/2017
VIA PUBLICA,Juazeiro do Norte,06/06/2017
CASA COMERCIAL,Caucaia,06/06/2017
RESIDENCIA PARTICULAR,Tianguá,06/06/2017
VIA PUBLICA,Maracanaú,07/06/2017
VIA PUBLICA,Jijoca de Jericoacoara,07/06/2017
VIA PUBLICA,Fortaleza,07/06/2017
RESIDENCIA PARTICULAR,Sobral,07/06/2017
VIA PUBLICA,Jijoca de Jericoacoara,07/06/2017
VIA PUBLICA,Jijoca de Jericoacoara,07/06/2017
NAO INFORMADO,Cascavel,07/06/2017
RESIDENCIA PARTICULAR,Sobral,07/06/2017
VIA PUBLICA,Maracanaú,07/06/2017
VIA PUBLICA,Maracanaú,07/06/2017
VIA PUBLICA,Fortaleza,07/06/2017
VIA PUBLICA,Maracanaú,07/06/2017
REPARTICAO PUBLICA,Caucaia,07/06/2017
VIA FERREA,Guaraciaba do Norte,07/06/2017
CASA COMERCIAL,Fortaleza,08/06/2017
VIA PUBLICA,Fortaleza,08/06/2017
VIA PUBLICA,Fortaleza,08/06/2017
CASA COMERCIAL,Fortaleza,08/06/2017
VIA PUBLICA,Fortaleza,08/06/2017
VIA PUBLICA,Fortaleza,08/06/2017
NAO INFORMADO,Fortaleza,08/06/2017
CASA COMERCIAL,Fortaleza,08/06/2017
VIA PUBLICA,Fortaleza,09/06/2017
VIA PUBLICA,Itarema,09/06/2017
PREDIO EM OBRAS,Umari,09/06/2017
VIA PUBLICA,Caucaia,09/06/2017
VIA PUBLICA,Fortaleza,09/06/2017
VIA PUBLICA,Itarema,09/06/2017
VIA PUBLICA,Itarema,09/06/2017
RESIDENCIA PARTICULAR,Iguatu,09/06/2017
VIA PUBLICA,Fortaleza,09/06/2017
VIA PUBLICA,Sobral,09/06/2017
VIA PUBLICA,Fortaleza,09/06/2017
VIA PUBLICA,Fortaleza,10/06/2017
NAO INFORMADO,Maranguape,10/06/2017
VIA PUBLICA,Fortaleza,10/06/2017
VIA PUBLICA,Fortaleza,10/06/2017
VIA PUBLICA,Fortaleza,11/06/2017
VIA PUBLICA,Fortaleza,11/06/2017
VIA PUBLICA,Iguatu,11/06/2017
VIA PUBLICA,Fortaleza,12/06/2017
VIA PUBLICA,São Gonçalo do Amarante,12/06/2017
VIA PUBLICA,Caucaia,12/06/2017
RESIDENCIA PARTICULAR,Sobral,12/06/2017
VIA PUBLICA,Fortaleza,12/06/2017
VIA PUBLICA,Aquiraz,12/06/2017
VIA PUBLICA,Fortaleza,12/06/2017
VIA FERREA,Fortaleza,12/06/2017
VIA PUBLICA,Fortaleza,12/06/2017
VIA PUBLICA,Pacajus,12/06/2017
VIA PUBLICA,Fortaleza,12/06/2017
VIA PUBLICA,Fortaleza,12/06/2017
VIA PUBLICA,Fortaleza,12/06/2017
CASA COMERCIAL,Fortaleza,12/06/2017
CASA COMERCIAL,Fortaleza,13/06/2017
NAO INFORMADO,Fortaleza,13/06/2017
VIA PUBLICA,Eusébio,13/06/2017
CASA COMERCIAL,Fortaleza,13/06/2017
VIA PUBLICA,Fortaleza,13/06/2017
VIA PUBLICA,Barbalha,13/06/2017
VIA PUBLICA,Eusébio,13/06/2017
VIA PUBLICA,Eusébio,13/06/2017
VIA PUBLICA,Itapajé,13/06/2017
VIA PUBLICA,Itapajé,13/06/2017
CASA COMERCIAL,Tianguá,14/06/2017
NAO INFORMADO,Senador Pompeu,14/06/2017
RESIDENCIA PARTICULAR,Limoeiro do Norte,14/06/2017
RESIDENCIA PARTICULAR,Limoeiro do Norte,14/06/2017
RESIDENCIA PARTICULAR,Limoeiro do Norte,14/06/2017
RESIDENCIA PARTICULAR,Limoeiro do Norte,14/06/2017
RESIDENCIA PARTICULAR,Limoeiro do Norte,14/06/2017
VIA PUBLICA,Fortaleza,15/06/2017
VIA PUBLICA,Fortaleza,15/06/2017
VIA PUBLICA,Fortaleza,15/06/2017
NAO INFORMADO,Várzea Alegre,15/06/2017
CASA COMERCIAL,Caucaia,15/06/2017
NAO INFORMADO,Russas,16/06/2017
VIA PUBLICA,Fortaleza,16/06/2017
NAO INFORMADO,Russas,16/06/2017
VIA PUBLICA,Fortaleza,16/06/2017
VIA PUBLICA,Fortaleza,16/06/2017
VIA PUBLICA,Fortaleza,16/06/2017
VIA PUBLICA,Fortaleza,16/06/2017
NAO INFORMADO,Fortaleza,17/06/2017
VIA PUBLICA,Maracanaú,17/06/2017
NAO INFORMADO,Fortaleza,17/06/2017
VIA PUBLICA,Juazeiro do Norte,17/06/2017
VIA PUBLICA,Caucaia,17/06/2017
VIA PUBLICA,Caucaia,17/06/2017
VIA PUBLICA,Juazeiro do Norte,17/06/2017
VIA PUBLICA,Iguatu,18/06/2017
CASA COMERCIAL,Jaguaribe,18/06/2017
"BAR, RESTAURANTE, ETC",Fortaleza,18/06/2017
VIA PUBLICA,Fortaleza,18/06/2017
"BAR, RESTAURANTE, ETC",Fortaleza,18/06/2017
CASA COMERCIAL,Caucaia,18/06/2017
VIA PUBLICA,Fortaleza,18/06/2017
VIA PUBLICA,Crato,18/06/2017
VIA PUBLICA,Iguatu,18/06/2017
NAO INFORMADO,Fortaleza,19/06/2017
PRACA,Fortaleza,19/06/2017
PRACA,Fortaleza,19/06/2017
CASA COMERCIAL,Jaguaribe,19/06/2017
PRACA,Fortaleza,19/06/2017
NAO INFORMADO,Fortaleza,19/06/2017
PRACA,Fortaleza,19/06/2017
VIA PUBLICA,Barbalha,19/06/2017
VIA PUBLICA,Fortaleza,19/06/2017
VIA PUBLICA,Fortaleza,19/06/2017
PRACA,Fortaleza,19/06/2017
PRACA,Fortaleza,19/06/2017
PRACA,Fortaleza,19/06/2017
"BAR, RESTAURANTE, ETC",Fortaleza,19/06/2017
NAO INFORMADO,Fortaleza,19/06/2017
PRACA,Fortaleza,19/06/2017
PRACA,Fortaleza,19/06/2017
PRACA,Fortaleza,19/06/2017
RESIDENCIA PARTICULAR,Tianguá,19/06/2017
VIA PUBLICA,Fortaleza,19/06/2017
VIA PUBLICA,Fortaleza,19/06/2017
PRACA,Fortaleza,19/06/2017
VIA PUBLICA,Fortaleza,19/06/2017
VIA PUBLICA,Fortaleza,20/06/2017
VIA PUBLICA,Fortaleza,20/06/2017
VIA PUBLICA,Fortaleza,20/06/2017
RESIDENCIA PARTICULAR,Jucás,20/06/2017
VIA PUBLICA,Iguatu,20/06/2017
NAO INFORMADO,Fortaleza,20/06/2017
VIA PUBLICA,Fortaleza,20/06/2017
VIA PUBLICA,Fortaleza,20/06/2017
NAO INFORMADO,Maracanaú,20/06/2017
VIA PUBLICA,Cedro,20/06/2017
VIA PUBLICA,Crato,20/06/2017
RESIDENCIA PARTICULAR,Quixadá,20/06/2017
VIA PUBLICA,Fortaleza,21/06/2017
VIA PUBLICA,Guaiúba,21/06/2017
VIA PUBLICA,Fortaleza,21/06/2017
NAO INFORMADO,Fortaleza,21/06/2017
CASA COMERCIAL,Mombaça,21/06/2017
CASA COMERCIAL,Fortaleza,21/06/2017
VIA PUBLICA,Fortaleza,21/06/2017
VIA PUBLICA,Itaitinga,21/06/2017
VIA PUBLICA,Ubajara,21/06/2017
NAO INFORMADO,Fortaleza,21/06/2017
VIA PUBLICA,Fortaleza,21/06/2017
VIA PUBLICA,Fortaleza,22/06/2017
VIA PUBLICA,Fortaleza,22/06/2017
VIA PUBLICA,Cedro,22/06/2017
VIA PUBLICA,Guaiúba,22/06/2017
VIA PUBLICA,Maranguape,22/06/2017
VIA PUBLICA,Maranguape,22/06/2017
VIA PUBLICA,Fortaleza,22/06/2017
VIA PUBLICA,Fortaleza,22/06/2017
VIA PUBLICA,Tianguá,22/06/2017
VIA PUBLICA,Fortaleza,22/06/2017
RESIDENCIA PARTICULAR,Iguatu,22/06/2017
VIA PUBLICA,Fortaleza,22/06/2017
VIA PUBLICA,Tianguá,22/06/2017
NAO INFORMADO,Fortaleza,22/06/2017
VIA PUBLICA,Fortaleza,23/06/2017
CASA COMERCIAL,Tianguá,23/06/2017
VIA PUBLICA,Fortaleza,23/06/2017
VIA PUBLICA,Fortaleza,23/06/2017
VIA PUBLICA,Fortaleza,24/06/2017
VIA PUBLICA,Fortaleza,24/06/2017
VIA PUBLICA,Horizonte,24/06/2017
VIA PUBLICA,Fortaleza,24/06/2017
VIA PUBLICA,Horizonte,24/06/2017
VIA PUBLICA,Fortaleza,25/06/2017
VIA PUBLICA,Jaguaruana,25/06/2017
VIA PUBLICA,Jaguaruana,25/06/2017
VIA PUBLICA,Fortaleza,25/06/2017
VIA PUBLICA,Fortaleza,25/06/2017
VIA PUBLICA,Maracanaú,25/06/2017
VIA PUBLICA,Fortaleza,25/06/2017
VIA PUBLICA,Sobral,25/06/2017
VIA PUBLICA,Fortaleza,25/06/2017
PRACA,Fortaleza,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Fortaleza,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Quixeramobim,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Quixeramobim,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Fortaleza,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Fortaleza,26/06/2017
NAO INFORMADO,Guaraciaba do Norte,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Fortaleza,26/06/2017
VIA PUBLICA,Beberibe,26/06/2017
VIA PUBLICA,Fortaleza,26/06/2017
VIA PUBLICA,Viçosa do Ceará,27/06/2017
NAO INFORMADO,Guaraciaba do Norte,27/06/2017
RESIDENCIA PARTICULAR,Crato,27/06/2017
VIA PUBLICA,Limoeiro do Norte,27/06/2017
VIA PUBLICA,Fortaleza,27/06/2017
VIA PUBLICA,Beberibe,27/06/2017
VIA PUBLICA,Fortaleza,28/06/2017
VIA PUBLICA,Fortaleza,28/06/2017
CASA COMERCIAL,Tianguá,28/06/2017
RESIDENCIA PARTICULAR,Maranguape,28/06/2017
VIA PUBLICA,Fortaleza,28/06/2017
VIA PUBLICA,Eusébio,28/06/2017
CASA COMERCIAL,Fortaleza,28/06/2017
VIA PUBLICA,Maracanaú,28/06/2017
PRACA,Iguatu,28/06/2017
VIA PUBLICA,Quixeramobim,28/06/2017
NAO INFORMADO,Tabuleiro do Norte,28/06/2017
REPARTICAO PUBLICA,Barro,28/06/2017
VIA PUBLICA,Fortaleza,29/06/2017
VIA PUBLICA,Fortaleza,29/06/2017
VIA PUBLICA,Crato,29/06/2017
RESIDENCIA PARTICULAR,Tianguá,29/06/2017
VIA PUBLICA,Tianguá,29/06/2017
PENITENCIARIA/REFORMATORIO,Lavras da Mangabeira,29/06/2017
VIA PUBLICA,Tianguá,29/06/2017
VIA PUBLICA,Fortaleza,29/06/2017
VIA PUBLICA,Aquiraz,29/06/2017
VIA PUBLICA,Fortaleza,29/06/2017
VIA PUBLICA,Maracanaú,29/06/2017
VIA PUBLICA,Itaitinga,29/06/2017
VIA PUBLICA,Fortaleza,30/06/2017
VIA PUBLICA,Fortaleza,30/06/2017
VIA PUBLICA,Fortaleza,30/06/2017
VIA PUBLICA,Tauá,30/06/2017
VIA PUBLICA,Fortaleza,01/07/2017
VIA PUBLICA,Fortaleza,01/07/2017
VIA PUBLICA,Fortaleza,01/07/2017
VIA PUBLICA,Fortaleza,01/07/2017
VIA PUBLICA,Fortaleza,01/07/2017
VIA PUBLICA,Fortaleza,02/07/2017
RESIDENCIA PARTICULAR,Guaiúba,03/07/2017
VIA PUBLICA,Fortaleza,03/07/2017
VIA PUBLICA,Fortaleza,03/07/2017
VIA PUBLICA,Fortaleza,03/07/2017
VIA PUBLICA,Tianguá,03/07/2017
VIA PUBLICA,Chorozinho,03/07/2017
VIA PUBLICA,Fortaleza,03/07/2017
VIA PUBLICA,Fortaleza,03/07/2017
VIA PUBLICA,Fortaleza,03/07/2017
VIA PUBLICA,Fortaleza,03/07/2017
RESIDENCIA PARTICULAR,Fortaleza,04/07/2017
VIA PUBLICA,Guaiúba,04/07/2017
VIA PUBLICA,Guaiúba,04/07/2017
VIA PUBLICA,Guaiúba,04/07/2017
VIA PUBLICA,Guaiúba,04/07/2017
VIA PUBLICA,Fortaleza,04/07/2017
"HOSPITAL, CLINICA, ETC",Quixadá,04/07/2017
VIA PUBLICA,Fortaleza,04/07/2017
RESIDENCIA PARTICULAR,Santana do Acaraú,04/07/2017
VIA PUBLICA,Fortaleza,05/07/2017
VIA PUBLICA,Fortaleza,05/07/2017
VIA PUBLICA,Fortaleza,05/07/2017
NAO INFORMADO,Icapuí,05/07/2017
VIA PUBLICA,Fortaleza,05/07/2017
VIA PUBLICA,Fortaleza,05/07/2017
ESTACIONAMENTO,Eusébio,05/07/2017
CASA COMERCIAL,Tabuleiro do Norte,06/07/2017
CASA COMERCIAL,Maracanaú,06/07/2017
RODOVIA,Viçosa do Ceará,06/07/2017
VIA PUBLICA,Fortaleza,06/07/2017
RESIDENCIA PARTICULAR,Orós,06/07/2017
CASA COMERCIAL,Tabuleiro do Norte,06/07/2017
CASA COMERCIAL,Maracanaú,06/07/2017
CASA COMERCIAL,Tabuleiro do Norte,06/07/2017
RESIDENCIA PARTICULAR,Pacatuba,06/07/2017
RESIDENCIA PARTICULAR,Limoeiro do Norte,06/07/2017
RESIDENCIA PARTICULAR,Cariús,06/07/2017
VIA PUBLICA,Quixeramobim,07/07/2017
VIA PUBLICA,Fortaleza,07/07/2017
VIA PUBLICA,Fortaleza,07/07/2017
VIA PUBLICA,Fortaleza,07/07/2017
VIA PUBLICA,Juazeiro do Norte,07/07/2017
VIA PUBLICA,Fortaleza,08/07/2017
VIA PUBLICA,Fortaleza,08/07/2017
NAO INFORMADO,Fortaleza,09/07/2017
VIA PUBLICA,Maracanaú,09/07/2017
VIA PUBLICA,Brejo Santo,09/07/2017
NAO INFORMADO,Fortaleza,10/07/2017
NAO INFORMADO,Fortaleza,10/07/2017
NAO INFORMADO,Fortaleza,10/07/2017
NAO INFORMADO,Fortaleza,10/07/2017
NAO INFORMADO,Fortaleza,10/07/2017
NAO INFORMADO,Fortaleza,10/07/2017
RESIDENCIA PARTICULAR,Tabuleiro do Norte,10/07/2017
VIA PUBLICA,Fortaleza,10/07/2017
RESIDENCIA PARTICULAR,Cascavel,10/07/2017
RESIDENCIA PARTICULAR,Tabuleiro do Norte,10/07/2017
NAO INFORMADO,Fortaleza,10/07/2017
RESIDENCIA PARTICULAR,Cascavel,10/07/2017
VIA PUBLICA,Fortaleza,10/07/2017
CASA COMERCIAL,Tabuleiro do Norte,11/07/2017
RESIDENCIA PARTICULAR,Eusébio,11/07/2017
VIA PUBLICA,Fortaleza,11/07/2017
CASA COMERCIAL,Tabuleiro do Norte,11/07/2017
RESIDENCIA PARTICULAR,Tabuleiro do Norte,11/07/2017
RESIDENCIA PARTICULAR,Tabuleiro do Norte,11/07/2017
CASA COMERCIAL,Tabuleiro do Norte,11/07/2017
VIA PUBLICA,Fortaleza,11/07/2017
CASA COMERCIAL,Tabuleiro do Norte,11/07/2017
CASA COMERCIAL,Tabuleiro do Norte,11/07/2017
CASA COMERCIAL,Potiretama,11/07/2017
RESIDENCIA PARTICULAR,Tabuleiro do Norte,11/07/2017
CASA COMERCIAL,Tabuleiro do Norte,11/07/2017
CASA COMERCIAL,Tabuleiro do Norte,11/07/2017
CASA COMERCIAL,Tabuleiro do Norte,11/07/2017
CASA COMERCIAL,Fortaleza,11/07/2017
VIA PUBLICA,Fortaleza,11/07/2017
VIA PUBLICA,Fortaleza,11/07/2017
CASA COMERCIAL,Tabuleiro do Norte,11/07/2017
CASA COMERCIAL,Fortaleza,11/07/2017
INDUSTRIA,Fortaleza,11/07/2017
VIA PUBLICA,Fortaleza,11/07/2017
CASA COMERCIAL,Tabuleiro do Norte,11/07/2017
CASA COMERCIAL,Fortaleza,11/07/2017
RESIDENCIA PARTICULAR,Fortaleza,11/07/2017
"BAR, RESTAURANTE, ETC",Jaguaruana,12/07/2017
RESIDENCIA PARTICULAR,Maranguape,12/07/2017
VIA PUBLICA,Fortaleza,12/07/2017
VIA PUBLICA,Fortaleza,12/07/2017
VIA FERREA,Fortaleza,13/07/2017
VIA PUBLICA,Fortaleza,13/07/2017
RESIDENCIA PARTICULAR,Cariús,13/07/2017
VIA PUBLICA,Tianguá,14/07/2017
VIA PUBLICA,Sobral,14/07/2017
NAO INFORMADO,Fortaleza,14/07/2017
RESIDENCIA PARTICULAR,Juazeiro do Norte,14/07/2017
VIA PUBLICA,Fortaleza,15/07/2017
EVENTO,Crato,15/07/2017
VIA PUBLICA,Fortaleza,15/07/2017
VIA PUBLICA,Fortaleza,15/07/2017
PRACA,Russas,15/07/2017
NAO INFORMADO,Fortaleza,15/07/2017
VIA PUBLICA,Fortaleza,16/07/2017
CASA COMERCIAL,Crateús,16/07/2017
VIA PUBLICA,Aquiraz,16/07/2017
VIA PUBLICA,Fortaleza,17/07/2017
VIA PUBLICA,Fortaleza,17/07/2017
VIA PUBLICA,Fortaleza,17/07/2017
RESIDENCIA PARTICULAR,Aracati,17/07/2017
VIA PUBLICA,Fortaleza,18/07/2017
NAO INFORMADO,Limoeiro do Norte,18/07/2017
NAO INFORMADO,Mombaça,18/07/2017
RESIDENCIA PARTICULAR,Crato,18/07/2017
VIA PUBLICA,Sobral,18/07/2017
VIA PUBLICA,Fortaleza,18/07/2017
FARMACIA,Fortaleza,18/07/2017
VIA PUBLICA,Crato,19/07/2017
VIA PUBLICA,Maracanaú,19/07/2017
CASA COMERCIAL,Fortaleza,19/07/2017
CASA COMERCIAL,Fortaleza,19/07/2017
CASA COMERCIAL,Tianguá,19/07/2017
NAO INFORMADO,Fortaleza,19/07/2017
VIA PUBLICA,Fortaleza,19/07/2017
"BAR, RESTAURANTE, ETC",Fortaleza,20/07/2017
CASA COMERCIAL,Fortaleza,20/07/2017
CASA COMERCIAL,Fortaleza,20/07/2017
CASA COMERCIAL,Fortaleza,20/07/2017
RESIDENCIA PARTICULAR,Iguatu,20/07/2017
"BAR, RESTAURANTE, ETC",Fortaleza,20/07/2017
RESIDENCIA PARTICULAR,Crato,20/07/2017
CASA COMERCIAL,Fortaleza,20/07/2017
CASA COMERCIAL,Fortaleza,20/07/2017
CASA COMERCIAL,Fortaleza,20/07/2017
RESIDENCIA PARTICULAR,Iguatu,20/07/2017
RESIDENCIA PARTICULAR,Iguatu,20/07/2017
FAVELA,Santana do Acaraú,20/07/2017
RESIDENCIA PARTICULAR,Iguatu,20/07/2017
VIA PUBLICA,Fortaleza,21/07/2017
VIA PUBLICA,Fortaleza,21/07/2017
VIA PUBLICA,Fortaleza,21/07/2017
VIA PUBLICA,Fortaleza,21/07/2017
NAO INFORMADO,Fortaleza,21/07/2017
VIA PUBLICA,Fortaleza,21/07/2017
VIA PUBLICA,Iguatu,22/07/2017
PRAIA,Fortaleza,22/07/2017
VIA PUBLICA,Fortaleza,22/07/2017
RESIDENCIA PARTICULAR,Aquiraz,23/07/2017
RESIDENCIA PARTICULAR,Aquiraz,23/07/2017
VIA PUBLICA,Fortaleza,23/07/2017
RESIDENCIA PARTICULAR,Aquiraz,23/07/2017
RESIDENCIA PARTICULAR,Aquiraz,23/07/2017
RESIDENCIA PARTICULAR,Aquiraz,23/07/2017
RESIDENCIA PARTICULAR,Aquiraz,23/07/2017
RESIDENCIA PARTICULAR,Aquiraz,23/07/2017
RESIDENCIA PARTICULAR,Aquiraz,23/07/2017
VIA PUBLICA,Fortaleza,24/07/2017
"BAR, RESTAURANTE, ETC",Acaraú,24/07/2017
"BAR, RESTAURANTE, ETC",Acaraú,24/07/2017
VIA PUBLICA,Fortaleza,24/07/2017
VIA PUBLICA,Caucaia,24/07/2017
CASA COMERCIAL,Fortaleza,24/07/2017
VIA PUBLICA,Iguatu,24/07/2017
NAO INFORMADO,Fortaleza,25/07/2017
RODOVIA,Maracanaú,25/07/2017
VIA PUBLICA,Tabuleiro do Norte,25/07/2017
VIA PUBLICA,Fortaleza,25/07/2017
RESIDENCIA PARTICULAR,Maracanaú,25/07/2017
VIA PUBLICA,Fortaleza,25/07/2017
