AIS;DATA;HORA;MUNICÍPIO;VÍTIMA GÊNERO;VÍTIMA IDADE
AIS 22;2020-02-27;12:00:00;Tauá;Feminino;8
AIS 13;2020-02-27;14:00:00;Cascavel;Feminino;12
AIS 19;2020-02-27;18:00:00;Santana do Cariri;Feminino;7
AIS 12;2020-02-28;08:00:00;Maracanaú;Feminino;12
AIS 11;2020-02-28;13:00:00;Caucaia;Feminino;5
AIS 16;2020-03-01;01:00:00;Crateús;Feminino;13
AIS 24;2020-03-01;10:00:00;Pacatuba;Feminino;10
AIS 14;2020-03-01;10:00:00;Cariré;Feminino;2
AIS 21;2020-03-01;17:00:00;Lavras da Mangabeira;Feminino;7
AIS 23;2020-03-01;20:00:00;Trairi;Feminino;4
AIS Não Identificada (Fortaleza);2020-03-02;08:00:00;Fortaleza;Feminino;9
AIS 21;2020-03-02;08:00:00;Umari;Feminino;16
AIS Não Identificada (Fortaleza);2020-03-02;10:00:00;Fortaleza;Feminino;4
AIS 23;2020-03-02;10:00:00;Trairi;Feminino;2
AIS 19;2020-03-02;13:00:00;Jardim;Feminino;14
AIS 03;2020-03-02;23:00:00;Fortaleza;Feminino;3
AIS 21;2020-03-03;13:00:00;Iguatu;Masculino;12
AIS 21;2020-03-03;13:53:00;Iguatu;Masculino;12
AIS 17;2020-03-03;15:50:00;Itapajé;Feminino;5
AIS 18;2020-03-04;10:00:00;Icapuí;Feminino;5
AIS 02;2020-03-04;13:00:00;Fortaleza;Feminino;15
AIS 14;2020-03-04;14:00:00;Massapê;Feminino;13
AIS 05;2020-03-04;14:18:00;Fortaleza;Feminino;11
AIS 02;2020-03-05;08:00:00;Fortaleza;Masculino;6
AIS 07;2020-03-05;11:27:00;Fortaleza;Feminino;11
AIS 07;2020-03-05;11:45:00;Fortaleza;Feminino;11
AIS 08;2020-03-05;12:00:00;Fortaleza;Feminino;11
AIS 19;2020-03-05;12:00:00;Juazeiro do Norte;Feminino;13
AIS 09;2020-03-05;17:00:00;Fortaleza;Feminino;12
AIS 15;2020-03-05;17:00:00;Baturité;Feminino;6
AIS 20;2020-03-05;18:00:00;Milhã;Feminino;12
AIS 19;2020-03-06;09:30:00;Juazeiro do Norte;Feminino;9
AIS 19;2020-03-06;09:30:00;Juazeiro do Norte;Feminino;6
AIS 09;2020-03-06;10:00:00;Fortaleza;Feminino;4
AIS 09;2020-03-06;10:00:00;Fortaleza;Masculino;9
AIS 13;2020-03-06;10:30:00;Cascavel;Feminino;4
AIS 18;2020-03-06;12:00:00;Aracati;Masculino;8
AIS 07;2020-03-06;19:30:00;Fortaleza;Feminino;2
AIS 14;2020-03-07;09:00:00;Guaraciaba do Norte;Feminino;2
AIS 25;2020-03-07;14:50:00;Horizonte;Feminino;8
AIS 20;2020-03-07;17:00:00;Choró;Feminino;1
AIS 02;2020-03-07;22:00:00;Fortaleza;Feminino;4
AIS 15;2020-03-08;10:00:00;Mulungu;Feminino;14
AIS 06;2020-03-08;21:00:00;Fortaleza;Masculino;1
AIS 24;2020-03-09;02:30:00;Pacatuba;Feminino;2
AIS 22;2020-03-09;05:00:00;Tauá;Feminino;9
AIS 16;2020-03-09;18:00:00;Crateús;Feminino;13
AIS 15;2020-03-10;09:30:00;Caridade;Feminino;12
AIS 14;2020-03-10;14:00:00;Tianguá;Feminino;9
AIS 18;2020-03-10;18:30:00;Beberibe;Masculino;5
AIS 14;2020-03-10;20:00:00;Ubajara;Feminino;11
AIS 14;2020-03-11;06:00:00;Meruoca;Feminino;7
AIS 15;2020-03-11;10:00:00;Baturité;Feminino;7
AIS 23;2020-03-12;08:00:00;Trairi;Feminino;15
AIS 23;2020-03-12;08:00:00;Trairi;Feminino;9
AIS 09;2020-03-13;02:00:00;Fortaleza;Feminino;11
AIS 10;2020-03-13;10:00:00;Fortaleza;Masculino;4
AIS 07;2020-03-13;10:00:00;Fortaleza;Masculino;9
AIS 18;2020-03-13;11:30:00;Jaguaribe;Feminino;4
AIS 14;2020-03-13;13:00:00;Sobral;Masculino;12
AIS 18;2020-03-13;19:00:00;Beberibe;Feminino;3
AIS 19;2020-03-13;21:00:00;Altaneira;Feminino;12
AIS Não Identificada (Fortaleza);2020-03-14;08:00:00;Fortaleza;Feminino;9
AIS 11;2020-03-14;19:00:00;Caucaia;Feminino;11
AIS 17;2020-03-14;20:00:00;Irauçuba;Feminino;9
AIS 19;2020-03-14;20:00:00;Penaforte;Feminino;7
AIS 19;2020-03-15;16:00:00;Mauriti;Feminino;11
AIS 07;2020-03-15;19:00:00;Fortaleza;Masculino;6
AIS 17;2020-03-16;07:00:00;Jijoca de Jericoacoara;Feminino;12
AIS 18;2020-03-16;15:50:00;Aracati;Feminino;4
AIS 06;2020-03-17;11:18:00;Fortaleza;Feminino;7
AIS 25;2020-03-17;12:00:00;Chorozinho;Feminino;14
AIS 12;2020-03-17;14:00:00;Maracanaú;Feminino;4
AIS 08;2020-03-17;14:00:00;Fortaleza;Masculino;11
AIS 22;2020-03-17;17:00:00;Parambu;Feminino;11
AIS 06;2020-03-17;18:40:00;Fortaleza;Feminino;10
AIS Não Identificada (Fortaleza);2020-03-17;22:00:00;Fortaleza;Masculino;13
AIS 15;2020-03-18;08:00:00;Aracoiaba;Feminino;6
AIS 25;2020-03-18;08:00:00;Horizonte;Masculino;2
AIS 21;2020-03-18;08:00:00;Orós;Feminino;5
AIS 06;2020-03-18;10:00:00;Fortaleza;Feminino;16
AIS Não Identificada (Fortaleza);2020-03-18;15:00:00;Fortaleza;Feminino;14
AIS 03;2020-03-20;10:00:00;Fortaleza;Masculino;10
AIS 18;2020-03-20;21:10:00;Palhano;Feminino;14
AIS 07;2020-03-23;08:00:00;Fortaleza;Feminino;10
AIS 19;2020-03-23;08:00:00;Juazeiro do Norte;Feminino;16
AIS 19;2020-03-23;12:00:00;Araripe;Feminino;11
AIS 15;2020-03-24;10:00:00;Canindé;Feminino;10
AIS 09;2020-03-24;18:00:00;Fortaleza;Masculino;7
AIS 09;2020-03-24;18:00:00;Fortaleza;Feminino;1
AIS 15;2020-03-24;19:30:00;Ocara;Feminino;9
AIS 06;2020-03-26;22:00:00;Fortaleza;Masculino;8
AIS 23;2020-03-26;22:00:00;Paracuru;Feminino;13
AIS 18;2020-03-27;00:00:00;Aracati;Masculino;13
AIS 06;2020-03-27;14:00:00;Fortaleza;Feminino;3
AIS 14;2020-03-27;18:30:00;Barroquinha;Feminino;11
AIS 20;2020-03-28;10:00:00;Banabuiú;Feminino;13
AIS 21;2020-03-28;16:00:00;Orós;Feminino;6
AIS 15;2020-03-28;22:00:00;Canindé;Feminino;1
AIS 16;2020-03-29;00:00:00;Nova Russas;Feminino;10
AIS 16;2020-03-30;10:00:00;Poranga;Feminino;13
AIS 14;2020-04-01;08:00:00;Croatá;Feminino;13
AIS 08;2020-04-01;08:00:00;Fortaleza;Feminino;9
AIS 09;2020-04-01;23:30:00;Fortaleza;Feminino;11
AIS 14;2020-04-03;10:30:00;Coreaú;Feminino;12
AIS 19;2020-04-03;12:00:00;Farias Brito;Feminino;14
AIS 13;2020-04-04;00:00:00;Eusébio;Feminino;13
AIS 08;2020-04-05;02:00:00;Fortaleza;Feminino;12
AIS 18;2020-04-05;11:30:00;Beberibe;Feminino;3
AIS 24;2020-04-05;12:00:00;Guaiúba;Feminino;3
AIS 14;2020-04-05;21:00:00;Chaval;Feminino;12
AIS 18;2020-04-06;07:00:00;Alto Santo;Feminino;6
AIS 18;2020-04-06;07:00:00;Alto Santo;Feminino;16
AIS 06;2020-04-06;08:00:00;Fortaleza;Feminino;1
AIS 07;2020-04-08;12:00:00;Fortaleza;Feminino;7
AIS 19;2020-04-08;14:00:00;Barbalha;Feminino;12
AIS 24;2020-04-09;14:00:00;Pacatuba;Feminino;11
AIS 14;2020-04-09;20:00:00;Frecheirinha;Feminino;12
AIS 19;2020-04-10;00:00:00;Mauriti;Feminino;12
AIS Não Identificada (Fortaleza);2020-04-10;22:00:00;Fortaleza;Feminino;13
AIS 24;2020-04-11;01:00:00;Maranguape;Feminino;13
AIS 04;2020-04-11;16:00:00;Fortaleza;Feminino;13
AIS 15;2020-04-11;20:00:00;Boa Viagem;Feminino;13
AIS 12;2020-04-12;06:20:00;Maracanaú;Masculino;10
AIS 11;2020-04-12;09:00:00;Caucaia;Feminino;16
AIS Não Identificada (Fortaleza);2020-04-13;19:00:00;Fortaleza;Masculino;2
AIS 18;2020-04-14;14:00:00;Aracati;Masculino;0
AIS 19;2020-04-15;08:30:00;Juazeiro do Norte;Feminino;12
AIS 22;2020-04-15;12:00:00;Mombaça;Feminino;5
AIS Não Identificada (Fortaleza);2020-04-15;17:00:00;Fortaleza;Feminino;10
AIS Não Identificada (Fortaleza);2020-04-15;17:00:00;Fortaleza;Feminino;14
AIS 11;2020-04-16;10:00:00;Caucaia;Feminino;10
AIS 14;2020-04-16;15:00:00;Sobral;Feminino;12
AIS 14;2020-04-16;15:00:00;Graça;Feminino;10
AIS 01;2020-04-17;12:30:00;Fortaleza;Feminino;16
AIS 16;2020-04-18;09:00:00;Crateús;Feminino;14
AIS 16;2020-04-18;09:00:00;Crateús;Feminino;11
AIS 09;2020-04-18;15:00:00;Fortaleza;Feminino;13
AIS 17;2020-04-18;17:00:00;Itapajé;Feminino;3
AIS 19;2020-04-19;17:00:00;Crato;Feminino;14
AIS 04;2020-04-19;18:00:00;Fortaleza;Feminino;4
AIS 06;2020-04-19;19:30:00;Fortaleza;Feminino;12
AIS 06;2020-04-19;19:30:00;Fortaleza;Feminino;10
AIS 02;2020-04-20;08:00:00;Fortaleza;Feminino;4
AIS 03;2020-04-20;10:00:00;Fortaleza;Feminino;5
AIS 02;2020-04-20;22:50:00;Fortaleza;Masculino;10
AIS 24;2020-04-22;20:00:00;Guaiúba;Feminino;5
AIS 20;2020-04-22;20:30:00;Quixadá;Feminino;7
AIS Não Identificada (Fortaleza);2020-04-23;08:00:00;Fortaleza;Feminino;13
AIS 14;2020-04-23;21:00:00;Sobral;Feminino;7
AIS 18;2020-04-24;14:45:00;Russas;Masculino;3
AIS 06;2020-04-24;19:00:00;Fortaleza;Feminino;7
AIS 23;2020-04-25;17:30:00;São Gonçalo do Amarante;Feminino;10
AIS 10;2020-04-25;19:40:00;Fortaleza;Feminino;17
AIS 21;2020-04-28;09:15:00;Saboeiro;Feminino;11
AIS 19;2020-04-28;12:00:00;Jardim;Feminino;5
AIS 20;2020-04-28;18:00:00;Jaguaretama;Feminino;12
AIS 16;2020-04-29;15:00:00;Crateús;Feminino;14
AIS 09;2020-04-30;11:00:00;Fortaleza;Feminino;4
AIS 12;2020-04-30;15:00:00;Maracanaú;Masculino;8
AIS 17;2020-04-30;16:00:00;Apuiarés;Feminino;8
AIS 24;2020-05-01;08:00:00;Pacatuba;Feminino;9
AIS 18;2020-05-01;11:00:00;Beberibe;Feminino;15
AIS 08;2020-05-01;13:00:00;Fortaleza;Feminino;13
AIS 22;2020-05-01;20:00:00;Tauá;Feminino;5
AIS 18;2020-05-02;16:30:00;Tabuleiro do Norte;Feminino;11
AIS Não Identificada (Fortaleza);2020-05-02;19:00:00;Fortaleza;Feminino;6
AIS 19;2020-05-02;20:30:00;Juazeiro do Norte;Feminino;10
AIS 20;2020-05-03;10:00:00;Ibicuitinga;Feminino;10
AIS 13;2020-05-03;22:30:00;Aquiraz;Feminino;10
AIS 11;2020-05-04;10:38:00;Caucaia;Feminino;16
AIS 11;2020-05-05;10:00:00;Caucaia;Feminino;8
AIS 03;2020-05-06;14:00:00;Fortaleza;Feminino;15
AIS 16;2020-05-06;22:30:00;Santa Quitéria;Feminino;15
AIS 20;2020-05-07;19:00:00;Quixeramobim;Feminino;13
AIS 19;2020-05-07;19:20:00;Antonina do Norte;Feminino;4
AIS 22;2020-05-08;12:00:00;Quiterianópolis;Feminino;7
AIS 14;2020-05-08;16:00:00;São Benedito;Feminino;5
AIS 15;2020-05-08;21:00:00;Aracoiaba;Feminino;11
AIS 17;2020-05-09;10:00:00;Jijoca de Jericoacoara;Feminino;11
AIS 21;2020-05-09;12:00:00;Jucás;Feminino;11
AIS 16;2020-05-09;17:00:00;Crateús;Masculino;0
AIS 19;2020-05-10;03:00:00;Porteiras;Feminino;13
AIS 14;2020-05-10;05:30:00;São Benedito;Feminino;15
AIS 18;2020-05-10;09:00:00;Icapuí;Feminino;13
AIS 02;2020-05-10;12:00:00;Fortaleza;Feminino;10
AIS 20;2020-05-11;17:00:00;Quixadá;Feminino;17
AIS 20;2020-05-11;17:00:00;Quixadá;Feminino;11
AIS 13;2020-05-13;17:00:00;Pindoretama;Feminino;9
AIS 18;2020-05-14;08:00:00;Limoeiro do Norte;Feminino;12
AIS 14;2020-05-14;16:00:00;Tianguá;Masculino;17
AIS 14;2020-05-14;16:00:00;Tianguá;Feminino;10
AIS 12;2020-05-14;20:00:00;Maracanaú;Feminino;10
AIS 14;2020-05-15;21:15:00;Coreaú;Feminino;12
AIS 05;2020-05-16;06:00:00;Fortaleza;Feminino;9
AIS 19;2020-05-16;08:10:00;Campos Sales;Feminino;12
AIS 17;2020-05-16;08:30:00;Acaraú;Feminino;4
AIS 11;2020-05-16;16:00:00;Caucaia;Feminino;15
AIS 11;2020-05-16;16:00:00;Caucaia;Feminino;12
AIS 20;2020-05-16;21:30:00;Milhã;Feminino;13
AIS 20;2020-05-17;20:30:00;Quixeramobim;Masculino;6
AIS 14;2020-05-18;08:00:00;Ibiapina;Feminino;8
AIS 17;2020-05-18;10:20:00;Amontada;Feminino;13
AIS 20;2020-05-18;15:00:00;Morada Nova;Feminino;9
AIS 02;2020-05-18;16:00:00;Fortaleza;Feminino;16
AIS 14;2020-05-18;18:30:00;Guaraciaba do Norte;Feminino;3
AIS 21;2020-05-18;20:00:00;Lavras da Mangabeira;Feminino;12
AIS 18;2020-05-19;11:15:00;Palhano;Feminino;8
AIS 16;2020-05-21;09:00:00;Crateús;Feminino;12
AIS 19;2020-05-21;10:00:00;Juazeiro do Norte;Feminino;7
AIS 04;2020-05-21;14:30:00;Fortaleza;Feminino;12
AIS 15;2020-05-22;13:03:23;Canindé;Feminino;15
AIS 05;2020-05-22;20:00:00;Fortaleza;Feminino;9
AIS 05;2020-05-22;20:00:00;Fortaleza;Feminino;11
AIS 14;2020-05-23;13:00:00;Tianguá;Feminino;12
AIS 06;2020-05-23;16:30:00;Fortaleza;Feminino;11
AIS 21;2020-05-23;21:00:00;Várzea Alegre;Masculino;9
AIS 21;2020-05-23;22:00:00;Icó;Feminino;13
AIS 20;2020-05-24;09:00:00;Quixadá;Feminino;11
AIS 20;2020-05-24;09:00:00;Quixadá;Feminino;15
AIS 23;2020-05-25;08:00:00;Paracuru;Feminino;10
AIS 12;2020-05-25;10:00:00;Maracanaú;Feminino;2
AIS 16;2020-05-25;13:29:00;Ipueiras;Masculino;17
AIS 14;2020-05-25;17:00:00;Sobral;Feminino;5
AIS 14;2020-05-25;17:00:00;Sobral;Feminino;7
AIS 17;2020-05-25;19:15:00;Itapajé;Feminino;4
AIS 16;2020-05-26;08:46:00;Ipu;Feminino;7
AIS 17;2020-05-26;09:00:00;Tururu;Feminino;13
AIS 15;2020-05-26;13:30:00;Itapiúna;Feminino;12
AIS 17;2020-05-27;08:00:00;Amontada;Feminino;15
AIS 10;2020-05-27;10:00:00;Fortaleza;Feminino;6
AIS Não Identificada (Fortaleza);2020-05-27;12:00:00;Fortaleza;Feminino;15
AIS 15;2020-05-27;15:00:00;Baturité;Feminino;12
AIS 14;2020-05-28;10:00:00;Viçosa do Ceará;Feminino;15
AIS 19;2020-05-28;12:00:00;Farias Brito;Feminino;1
AIS 19;2020-05-28;16:00:00;Jati;Feminino;10
AIS 16;2020-05-29;10:00:00;Nova Russas;Feminino;12
AIS 11;2020-05-29;12:00:00;Caucaia;Masculino;5
AIS 16;2020-05-29;19:00:00;Reriutaba;Masculino;6
AIS 23;2020-05-30;02:00:00;Trairi;Feminino;12
AIS 20;2020-05-30;19:00:00;Banabuiú;Feminino;9
AIS 16;2020-05-30;21:30:00;Crateús;Feminino;8
AIS 19;2020-06-01;12:00:00;Missão Velha;Feminino;14
AIS 23;2020-06-01;16:00:00;São Gonçalo do Amarante;Feminino;12
AIS 19;2020-06-01;17:19:59;Juazeiro do Norte;Feminino;13
AIS 19;2020-06-01;19:03:00;Campos Sales;Feminino;11
AIS 07;2020-06-02;12:00:00;Fortaleza;Feminino;2
AIS 19;2020-06-02;15:00:00;Juazeiro do Norte;Feminino;3
AIS 13;2020-06-02;16:00:00;Aquiraz;Masculino;10
AIS 08;2020-06-02;19:30:00;Fortaleza;Feminino;12
AIS 20;2020-06-03;10:30:00;Quixadá;Masculino;0
AIS 07;2020-06-03;16:00:00;Fortaleza;Feminino;10
AIS 16;2020-06-03;16:20:00;Varjota;Feminino;14
AIS 14;2020-06-04;08:30:00;Frecheirinha;Feminino;17
AIS 17;2020-06-04;09:29:59;Cruz;Feminino;12
AIS 11;2020-06-04;10:00:00;Caucaia;Feminino;14
AIS 20;2020-06-04;10:00:00;Quixeramobim;Feminino;10
AIS 07;2020-06-05;09:00:00;Fortaleza;Feminino;14
AIS 15;2020-06-05;09:29:59;Pacoti;Feminino;12
AIS 20;2020-06-05;10:45:00;Morada Nova;Feminino;7
AIS 14;2020-06-05;12:12:00;Tianguá;Feminino;15
AIS 23;2020-06-05;12:31:00;Paracuru;Masculino;10
AIS 04;2020-06-05;16:00:00;Fortaleza;Feminino;13
AIS 16;2020-06-05;20:30:00;Santa Quitéria;Feminino;12
AIS 23;2020-06-05;21:00:00;Trairi;Feminino;8
AIS 14;2020-06-06;13:30:00;Croatá;Feminino;6
AIS 19;2020-06-07;17:40:00;Juazeiro do Norte;Feminino;9
AIS 20;2020-06-07;19:00:00;Morada Nova;Feminino;14
AIS 20;2020-06-07;19:30:00;Senador Pompeu;Masculino;7
AIS 20;2020-06-07;19:30:00;Senador Pompeu;Feminino;10
AIS 08;2020-06-07;21:00:00;Fortaleza;Feminino;14
AIS 16;2020-06-07;22:59:59;Monsenhor Tabosa;Feminino;11
AIS 23;2020-06-08;06:45:00;Trairi;Feminino;9
AIS 11;2020-06-08;10:00:00;Caucaia;Feminino;10
AIS 17;2020-06-08;10:20:45;Acaraú;Feminino;14
AIS Não Identificada (Fortaleza);2020-06-09;10:00:00;Fortaleza;Feminino;2
AIS 09;2020-06-09;10:00:00;Fortaleza;Feminino;7
AIS 21;2020-06-09;19:00:00;Icó;Feminino;13
AIS 19;2020-06-09;21:00:00;Brejo Santo;Feminino;10
AIS 20;2020-06-10;15:00:00;Jaguaretama;Masculino;11
AIS 12;2020-06-11;15:00:00;Maracanaú;Feminino;11
AIS 14;2020-06-11;16:00:00;Camocim;Feminino;7
AIS 06;2020-06-12;09:00:00;Fortaleza;Masculino;6
AIS 21;2020-06-12;11:30:00;Cariús;Feminino;13
AIS 09;2020-06-12;19:00:00;Fortaleza;Feminino;11
AIS Não Identificada (Fortaleza);2020-06-14;09:00:00;Fortaleza;Masculino;11
AIS 20;2020-06-14;18:00:00;Pedra Branca;Feminino;12
AIS 04;2020-06-14;19:00:00;Fortaleza;Feminino;7
AIS 12;2020-06-14;19:30:00;Maracanaú;Feminino;2
AIS 20;2020-06-15;10:00:00;Quixeramobim;Feminino;8
AIS 25;2020-06-15;10:59:59;Horizonte;Feminino;11
AIS 16;2020-06-15;13:59:59;Pires Ferreira;Feminino;17
AIS 19;2020-06-15;19:59:59;Juazeiro do Norte;Masculino;13
AIS 19;2020-06-15;19:59:59;Juazeiro do Norte;Masculino;15
AIS 22;2020-06-15;21:00:00;Parambu;Feminino;9
AIS 22;2020-06-15;21:00:00;Parambu;Feminino;10
AIS 22;2020-06-15;21:00:00;Parambu;Feminino;7
AIS 19;2020-06-16;07:59:59;Milagres;Feminino;4
AIS 14;2020-06-16;07:59:59;São Benedito;Feminino;14
AIS 18;2020-06-17;09:00:00;Jaguaribara;Feminino;12
AIS 18;2020-06-17;15:00:00;Russas;Feminino;12
AIS 02;2020-06-17;19:59:59;Fortaleza;Feminino;6
AIS 19;2020-06-17;21:00:00;Farias Brito;Masculino;8
AIS 17;2020-06-17;22:59:59;Itapipoca;Feminino;12
AIS 15;2020-06-18;10:00:00;Canindé;Feminino;5
AIS 15;2020-06-18;10:00:00;Canindé;Feminino;11
AIS 11;2020-06-18;10:30:00;Caucaia;Feminino;12
AIS 15;2020-06-18;16:59:59;Canindé;Masculino;9
AIS 15;2020-06-18;16:59:59;Canindé;Masculino;7
AIS 04;2020-06-18;17:30:00;Fortaleza;Feminino;3
AIS 15;2020-06-18;17:30:00;Canindé;Masculino;7
AIS 02;2020-06-18;21:00:00;Fortaleza;Feminino;4
AIS 25;2020-06-19;08:15:00;Itaitinga;Feminino;2
AIS 21;2020-06-19;14:50:00;Saboeiro;Feminino;3
AIS 18;2020-06-19;15:40:00;Jaguaribara;Feminino;14
AIS 07;2020-06-19;16:00:00;Fortaleza;Feminino;9
AIS Não Identificada (Fortaleza);2020-06-19;19:00:00;Fortaleza;Feminino;11
AIS Não Identificada (Fortaleza);2020-06-19;19:00:00;Fortaleza;Feminino;11
AIS 06;2020-06-19;22:00:00;Fortaleza;Feminino;6
AIS 06;2020-06-19;22:00:00;Fortaleza;Feminino;9
AIS 06;2020-06-19;22:00:00;Fortaleza;Masculino;10
AIS 02;2020-06-20;19:00:00;Fortaleza;Feminino;6
AIS 16;2020-06-20;21:00:00;Crateús;Feminino;2
AIS 16;2020-06-20;21:00:00;Crateús;Feminino;4
AIS 12;2020-06-20;22:00:00;Maracanaú;Feminino;11
AIS 16;2020-06-21;13:59:59;Monsenhor Tabosa;Feminino;12
AIS 16;2020-06-21;13:59:59;Monsenhor Tabosa;Feminino;13
AIS 18;2020-06-21;18:29:59;Pereiro;Masculino;1
AIS 17;2020-06-22;07:59:59;Amontada;Feminino;14
AIS 17;2020-06-22;12:00:00;Itapajé;Masculino;1
AIS 14;2020-06-22;13:34:59;Camocim;Feminino;13
AIS 15;2020-06-22;16:59:59;Ocara;Feminino;12
AIS 15;2020-06-23;11:44:59;Aratuba;Feminino;12
AIS 17;2020-06-23;19:00:00;Irauçuba;Feminino;12
AIS 24;2020-06-24;10:00:00;Maranguape;Feminino;13
AIS 20;2020-06-25;09:00:00;Quixeramobim;Feminino;12
AIS 18;2020-06-25;10:59:59;Russas;Feminino;14
AIS 09;2020-06-25;13:59:59;Fortaleza;Feminino;12
AIS 25;2020-06-25;15:00:00;Pacajus;Masculino;14
AIS Não Identificada (Fortaleza);2020-06-26;09:00:00;Fortaleza;Feminino;1
AIS 09;2020-06-27;00:00:00;Fortaleza;Feminino;11
AIS 16;2020-06-27;10:00:00;Crateús;Feminino;7
AIS 19;2020-06-28;00:00:00;Missão Velha;Masculino;13
AIS 19;2020-06-28;00:00:00;Missão Velha;Feminino;9
AIS 17;2020-06-28;08:30:00;Umirim;Feminino;4
AIS 14;2020-06-28;13:59:59;Forquilha;Masculino;12
AIS 21;2020-06-28;20:40:00;Umari;Masculino;13
AIS 15;2020-06-29;08:30:00;Ocara;Feminino;10
AIS Não Identificada (Fortaleza);2020-06-29;16:59:59;Fortaleza;Masculino;7
AIS 16;2020-06-30;10:00:00;Varjota;Feminino;1
AIS 07;2020-07-01;10:00:00;Fortaleza;Masculino;9
AIS 20;2020-07-01;19:00:00;Quixeramobim;Feminino;4
AIS 15;2020-07-01;22:00:00;Ocara;Feminino;16
AIS 11;2020-07-02;12:00:00;Caucaia;Feminino;4
AIS 13;2020-07-02;12:30:00;Aquiraz;Feminino;3
AIS 13;2020-07-02;16:00:00;Aquiraz;Feminino;15
AIS 14;2020-07-02;16:00:00;Tianguá;Feminino;6
AIS 02;2020-07-02;19:30:00;Fortaleza;Feminino;8
AIS 24;2020-07-03;05:00:00;Guaiúba;Feminino;13
AIS 16;2020-07-03;10:00:00;Ipueiras;Masculino;6
AIS 02;2020-07-03;15:00:00;Fortaleza;Masculino;8
AIS 02;2020-07-03;15:00:00;Fortaleza;Feminino;2
AIS 02;2020-07-03;15:00:00;Fortaleza;Feminino;6
AIS 19;2020-07-04;19:00:00;Juazeiro do Norte;Masculino;11
AIS 08;2020-07-04;21:45:00;Fortaleza;Masculino;5
AIS 19;2020-07-06;09:53:00;Assaré;Feminino;14
AIS 15;2020-07-06;11:00:00;Madalena;Feminino;3
AIS 20;2020-07-06;14:00:00;Pedra Branca;Feminino;13
AIS 02;2020-07-06;20:00:00;Fortaleza;Feminino;11
AIS 05;2020-07-07;08:00:00;Fortaleza;Feminino;5
AIS 16;2020-07-08;08:00:00;Tamboril;Feminino;8
AIS 17;2020-07-08;10:00:00;Acaraú;Feminino;12
AIS 02;2020-07-08;14:00:00;Fortaleza;Feminino;11
AIS 15;2020-07-08;16:00:00;Ocara;Masculino;3
AIS 11;2020-07-08;21:30:00;Caucaia;Feminino;14
AIS 10;2020-07-09;10:00:00;Fortaleza;Feminino;10
AIS 21;2020-07-09;17:00:00;Icó;Feminino;10
AIS 06;2020-07-09;20:30:00;Fortaleza;Feminino;8
AIS 20;2020-07-10;00:00:00;Quixeramobim;Feminino;5
AIS 20;2020-07-10;00:00:00;Quixeramobim;Feminino;6
AIS 18;2020-07-10;09:00:00;Alto Santo;Feminino;5
AIS 01;2020-07-10;13:00:00;Fortaleza;Feminino;14
AIS 06;2020-07-10;17:30:00;Fortaleza;Feminino;5
AIS 18;2020-07-11;08:00:00;Tabuleiro do Norte;Feminino;2
AIS 25;2020-07-11;20:30:00;Pacajus;Feminino;3
AIS 25;2020-07-11;20:30:00;Pacajus;Feminino;10
AIS 18;2020-07-11;22:30:00;Iracema;Feminino;14
AIS 18;2020-07-11;22:30:00;Russas;Feminino;10
AIS 14;2020-07-11;22:30:00;Tianguá;Feminino;3
AIS Não Identificada (Fortaleza);2020-07-12;08:00:00;Fortaleza;Feminino;2
AIS 04;2020-07-12;08:00:00;Fortaleza;Feminino;14
AIS 11;2020-07-12;08:00:00;Caucaia;Feminino;13
AIS 13;2020-07-13;08:00:00;Cascavel;Feminino;8
AIS 08;2020-07-13;08:00:00;Fortaleza;Feminino;5
AIS 17;2020-07-13;09:17:49;Acaraú;Feminino;13
AIS 14;2020-07-13;15:00:00;Tianguá;Masculino;6
AIS Não Identificada (Fortaleza);2020-07-13;15:15:00;Fortaleza;Feminino;3
AIS 02;2020-07-13;21:00:00;Fortaleza;Feminino;3
AIS 19;2020-07-14;10:00:00;Missão Velha;Feminino;5
AIS 08;2020-07-14;15:00:00;Fortaleza;Feminino;12
AIS 14;2020-07-14;15:00:00;Cariré;Feminino;4
AIS 21;2020-07-15;11:40:00;Orós;Feminino;10
AIS 06;2020-07-16;08:00:00;Fortaleza;Feminino;12
AIS 17;2020-07-16;10:00:00;Amontada;Feminino;2
AIS 25;2020-07-16;11:00:00;Itaitinga;Feminino;9
AIS 22;2020-07-16;11:34:56;Tauá;Masculino;9
AIS 19;2020-07-16;22:00:00;Araripe;Feminino;8
AIS 20;2020-07-16;22:30:00;Quixeramobim;Feminino;2
AIS 07;2020-07-17;08:00:00;Fortaleza;Feminino;14
AIS 25;2020-07-17;10:00:00;Itaitinga;Feminino;9
AIS 25;2020-07-17;15:00:00;Horizonte;Feminino;2
AIS 19;2020-07-17;19:30:00;Caririaçu;Feminino;3
AIS 17;2020-07-17;22:00:00;Itapajé;Feminino;11
AIS 19;2020-07-18;10:20:00;Juazeiro do Norte;Masculino;9
AIS 09;2020-07-18;12:00:00;Fortaleza;Masculino;5
AIS 14;2020-07-18;14:25:00;Massapê;Feminino;13
AIS 14;2020-07-18;16:40:00;Sobral;Feminino;11
AIS 18;2020-07-18;20:20:00;Tabuleiro do Norte;Feminino;7
AIS 08;2020-07-18;23:44:00;Fortaleza;Masculino;8
