AIS;DATA;HORA;MUNICÍPIO;VÍTIMA GÊNERO;VÍTIMA IDADE
AIS 05;2009-11-05;11:41:26;Fortaleza;Feminino;5
AIS 03;2009-11-05;12:43:23;Fortaleza;Feminino;12
AIS 19;2009-11-05;23:00:00;Caririaçu;Feminino;15
AIS 02;2009-11-06;10:31:50;Fortaleza;Masculino;6
AIS 25;2009-11-06;10:50:36;Itaitinga;Masculino;15
AIS 12;2009-11-07;20:05:51;Maracanaú;Feminino;15
AIS 25;2009-11-08;08:00:00;Horizonte;Feminino;12
AIS 02;2009-11-09;12:10:00;Fortaleza;Feminino;4
AIS 05;2009-11-11;10:05:46;Fortaleza;Feminino;14
AIS 23;2009-11-11;12:48:15;Trairi;Feminino;12
AIS 23;2009-11-11;12:48:15;Trairi;Masculino;11
AIS 11;2009-11-11;16:09:51;Caucaia;Feminino;14
AIS 18;2009-11-11;16:35:29;Jaguaribara;Feminino;16
AIS 19;2009-11-12;11:15:00;Juazeiro do Norte;Feminino;0
AIS 24;2009-11-13;10:00:00;Maranguape;Feminino;9
AIS 25;2009-11-13;20:00:00;Horizonte;Feminino;12
AIS 11;2009-11-15;15:00:00;Caucaia;Feminino;11
AIS 15;2009-11-15;20:00:00;Canindé;Feminino;14
AIS Não Identificada (Fortaleza);2009-11-16;15:40:47;Fortaleza;Feminino;8
AIS 14;2009-11-18;18:20:03;Pacujá;Feminino;15
AIS 11;2009-11-20;14:02:38;Caucaia;Feminino;17
AIS 14;2009-11-20;18:12:46;Coreaú;Feminino;7
AIS Não Identificada (Fortaleza);2009-11-21;21:20:43;Fortaleza;Feminino;15
AIS 25;2009-11-24;13:00:00;Pacajus;Feminino;13
AIS 14;2009-11-24;14:00:00;Sobral;Feminino;12
AIS 07;2009-11-26;08:52:52;Fortaleza;Feminino;13
AIS 06;2009-11-26;18:00:00;Fortaleza;Feminino;14
AIS 07;2009-11-27;15:13:41;Fortaleza;Feminino;15
AIS 02;2009-11-28;21:18:53;Fortaleza;Feminino;10
AIS 13;2009-11-29;02:30:00;Aquiraz;Feminino;15
AIS 03;2009-11-29;10:30:00;Fortaleza;Feminino;10
AIS 03;2009-11-29;10:30:00;Fortaleza;Feminino;5
AIS 19;2009-11-29;22:00:31;Nova Olinda;Feminino;15
AIS 19;2009-11-30;16:51:38;Crato;Feminino;15
AIS 02;2009-12-01;19:00:00;Fortaleza;Feminino;15
AIS 14;2009-12-03;11:05:13;Sobral;Feminino;14
AIS 18;2009-12-03;12:00:00;Russas;Masculino;4
AIS 24;2009-12-04;11:14:42;Maranguape;Feminino;8
AIS 24;2009-12-04;11:14:42;Maranguape;Feminino;7
AIS 06;2009-12-04;17:05:21;Fortaleza;Feminino;14
AIS 14;2009-12-05;17:00:06;Viçosa do Ceará;Feminino;0
AIS 02;2009-12-07;19:00:00;Fortaleza;Feminino;13
AIS 08;2009-12-07;22:00:00;Fortaleza;Feminino;11
AIS 08;2009-12-07;22:00:00;Fortaleza;Feminino;8
AIS 11;2009-12-08;09:05:28;Caucaia;Feminino;14
AIS 21;2009-12-08;17:00:00;Icó;Feminino;13
AIS 16;2009-12-10;13:30:00;Monsenhor Tabosa;Feminino;10
AIS 02;2009-12-10;15:36:47;Fortaleza;Feminino;11
AIS 02;2009-12-12;06:00:26;Fortaleza;Feminino;15
AIS 09;2009-12-12;11:28:46;Fortaleza;Feminino;8
AIS 21;2009-12-13;11:10:00;Iguatu;Feminino;16
AIS 01;2009-12-13;20:10:44;Fortaleza;Feminino;15
AIS 24;2009-12-15;09:49:44;Maranguape;Feminino;15
AIS 19;2009-12-18;20:30:00;Caririaçu;Feminino;16
AIS 18;2009-12-19;15:00:00;Potiretama;Feminino;17
AIS 15;2009-12-20;17:20:00;Ocara;Feminino;13
AIS 13;2009-12-21;11:00:00;Eusébio;Feminino;10
AIS 15;2009-12-22;15:31:57;Itapiúna;Masculino;7
AIS 04;2009-12-22;17:55:51;Fortaleza;Feminino;8
AIS 25;2009-12-22;22:00:56;Horizonte;Feminino;11
AIS 19;2009-12-23;12:00:00;Aurora;Feminino;12
AIS 14;2009-12-24;15:08:37;Sobral;Feminino;12
AIS 15;2009-12-25;22:50:33;Baturité;Feminino;15
AIS 07;2009-12-27;16:30:03;Fortaleza;Feminino;11
AIS 18;2009-12-28;06:40:00;Russas;Feminino;13
AIS 21;2009-12-31;17:30:00;Iguatu;Feminino;13
AIS 09;2010-01-01;03:30:00;Fortaleza;Feminino;16
AIS 11;2010-01-01;19:30:38;Caucaia;Feminino;15
AIS 02;2010-01-05;17:37:25;Fortaleza;Feminino;8
AIS 13;2010-01-06;01:00:00;Aquiraz;Feminino;15
AIS 19;2010-01-08;18:00:00;Caririaçu;Feminino;14
AIS 15;2010-01-08;18:42:49;Canindé;Feminino;12
AIS 11;2010-01-09;09:00:00;Caucaia;Feminino;15
AIS 19;2010-01-09;12:00:00;Juazeiro do Norte;Feminino;7
AIS 15;2010-01-09;13:48:23;Pacoti;Feminino;9
AIS 19;2010-01-11;09:21:15;Altaneira;Feminino;14
AIS 19;2010-01-11;09:21:15;Altaneira;Feminino;12
AIS 15;2010-01-12;10:00:00;Madalena;Feminino;16
AIS 15;2010-01-12;10:00:00;Madalena;Feminino;14
AIS 02;2010-01-12;19:20:00;Fortaleza;Feminino;15
AIS 07;2010-01-13;12:50:08;Fortaleza;Feminino;14
AIS 07;2010-01-13;12:50:08;Fortaleza;Feminino;11
AIS 11;2010-01-14;04:30:00;Caucaia;Feminino;14
AIS 04;2010-01-16;08:47:11;Fortaleza;Feminino;9
AIS 12;2010-01-18;01:00:00;Maracanaú;Feminino;13
AIS 21;2010-01-18;08:41:27;Jucás;Feminino;10
AIS 03;2010-01-18;15:30:03;Fortaleza;Masculino;10
AIS 18;2010-01-19;22:00:00;Russas;Masculino;9
AIS 18;2010-01-19;22:00:00;Russas;Masculino;8
AIS 18;2010-01-19;22:00:00;Russas;Masculino;8
AIS 14;2010-01-20;11:13:22;Sobral;Feminino;4
AIS 04;2010-01-23;14:00:00;Fortaleza;Feminino;12
AIS 04;2010-01-23;14:00:00;Fortaleza;Feminino;10
AIS 15;2010-01-24;01:00:00;Madalena;Feminino;14
AIS 19;2010-01-24;09:30:00;Juazeiro do Norte;Masculino;2
AIS 11;2010-01-25;11:40:46;Caucaia;Feminino;14
AIS 21;2010-01-25;20:00:00;Iguatu;Masculino;4
AIS 02;2010-01-26;13:03:30;Fortaleza;Masculino;3
AIS 05;2010-01-26;14:58:14;Fortaleza;Feminino;9
AIS 09;2010-01-28;16:31:54;Fortaleza;Feminino;8
AIS 09;2010-01-28;16:31:54;Fortaleza;Feminino;5
AIS 10;2010-01-29;08:30:00;Fortaleza;Feminino;9
AIS 13;2010-01-31;10:00:22;Cascavel;Masculino;12
AIS 14;2010-02-01;09:48:00;Sobral;Feminino;15
AIS 14;2010-02-01;09:48:00;Sobral;Masculino;12
AIS 14;2010-02-01;09:48:00;Sobral;Feminino;10
AIS 14;2010-02-01;14:00:00;Sobral;Feminino;12
AIS 14;2010-02-01;14:00:00;Sobral;Feminino;10
AIS 03;2010-02-02;09:00:00;Fortaleza;Feminino;17
AIS 04;2010-02-02;13:43:51;Fortaleza;Feminino;14
AIS 17;2010-02-02;15:05:51;Amontada;Feminino;15
AIS 14;2010-02-03;09:11:26;Sobral;Feminino;3
AIS 13;2010-02-03;10:52:08;Aquiraz;Feminino;14
AIS 21;2010-02-03;14:00:00;Quixelô;Feminino;14
AIS 21;2010-02-03;14:00:00;Quixelô;Feminino;11
AIS 14;2010-02-05;14:00:57;Sobral;Feminino;14
AIS 15;2010-02-05;16:30:36;Baturité;Feminino;3
AIS 06;2010-02-06;20:00:00;Fortaleza;Feminino;14
AIS 06;2010-02-06;20:00:00;Fortaleza;Feminino;12
AIS 03;2010-02-07;10:00:00;Fortaleza;Feminino;5
AIS 03;2010-02-07;20:30:27;Fortaleza;Feminino;13
AIS 04;2010-02-08;17:30:22;Fortaleza;Masculino;12
AIS 04;2010-02-08;17:30:22;Fortaleza;Masculino;9
AIS 05;2010-02-09;16:38:28;Fortaleza;Feminino;15
AIS 05;2010-02-09;16:38:28;Fortaleza;Feminino;12
AIS 01;2010-02-13;05:05:23;Fortaleza;Masculino;14
AIS 18;2010-02-15;05:30:00;Aracati;Feminino;16
AIS 18;2010-02-15;05:30:00;Aracati;Feminino;16
AIS 13;2010-02-17;01:30:00;Eusébio;Feminino;11
AIS 16;2010-02-18;16:17:32;Ipu;Masculino;15
AIS 06;2010-02-18;18:40:00;Fortaleza;Masculino;3
AIS 08;2010-02-19;16:12:15;Fortaleza;Feminino;14
AIS 21;2010-02-20;17:30:00;Iguatu;Masculino;1
AIS 19;2010-02-21;12:21:47;Campos Sales;Feminino;11
AIS 05;2010-02-21;18:00:03;Fortaleza;Feminino;5
AIS 21;2010-02-21;23:00:00;Icó;Feminino;10
AIS 12;2010-02-22;11:07:01;Maracanaú;Feminino;13
AIS 11;2010-02-22;17:00:14;Caucaia;Masculino;7
AIS Não Identificada (Fortaleza);2010-02-24;14:56:42;Fortaleza;Feminino;14
AIS 13;2010-02-25;09:14:42;Aquiraz;Feminino;13
AIS 12;2010-02-27;20:32:57;Maracanaú;Feminino;16
AIS 12;2010-02-27;20:32:57;Maracanaú;Feminino;14
AIS 12;2010-03-04;21:25:15;Maracanaú;Feminino;13
AIS 25;2010-03-05;12:00:00;Itaitinga;Feminino;12
AIS 07;2010-03-06;09:56:35;Fortaleza;Masculino;16
AIS 07;2010-03-06;09:56:35;Fortaleza;Masculino;15
AIS 09;2010-03-07;08:30:17;Fortaleza;Feminino;14
AIS Não Identificada (Fortaleza);2010-03-09;01:00:12;Fortaleza;Feminino;17
AIS Não Identificada (Fortaleza);2010-03-09;01:00:12;Fortaleza;Feminino;15
AIS 11;2010-03-10;04:00:00;Caucaia;Feminino;12
AIS 06;2010-03-10;17:00:00;Fortaleza;Feminino;13
AIS Não Identificada (Fortaleza);2010-03-11;11:59:57;Fortaleza;Feminino;10
AIS 05;2010-03-12;05:00:00;Fortaleza;Feminino;5
AIS 04;2010-03-12;22:30:04;Fortaleza;Feminino;14
AIS 11;2010-03-14;05:00:00;Caucaia;Feminino;10
AIS 11;2010-03-14;05:00:00;Caucaia;Feminino;5
AIS 19;2010-03-17;09:37:03;Juazeiro do Norte;Feminino;2
AIS 11;2010-03-24;08:27:18;Caucaia;Feminino;12
AIS 13;2010-03-25;12:23:13;Eusébio;Feminino;10
AIS 05;2010-03-27;09:20:56;Fortaleza;Feminino;15
AIS 05;2010-03-27;09:20:56;Fortaleza;Feminino;14
AIS 03;2010-03-28;10:00:00;Fortaleza;Feminino;8
AIS 17;2010-03-29;08:47:55;Jijoca de Jericoacoara;Feminino;5
AIS 03;2010-03-29;10:30:55;Fortaleza;Feminino;14
AIS 03;2010-03-29;12:50:33;Fortaleza;Feminino;14
AIS 18;2010-03-29;18:30:00;Russas;Feminino;12
AIS 04;2010-03-30;17:32:21;Fortaleza;Masculino;9
AIS 04;2010-03-30;17:32:21;Fortaleza;Masculino;8
AIS 02;2010-03-30;18:00:24;Fortaleza;Feminino;5
AIS 07;2010-04-01;08:00:00;Fortaleza;Feminino;13
AIS 21;2010-04-01;09:08:15;Várzea Alegre;Masculino;9
AIS 19;2010-04-01;14:54:45;Altaneira;Feminino;13
AIS 18;2010-04-03;22:00:00;Aracati;Feminino;11
AIS 05;2010-04-04;15:00:00;Fortaleza;Feminino;12
AIS 17;2010-04-05;11:46:14;Apuiarés;Feminino;8
AIS Não Identificada (Fortaleza);2010-04-08;09:08:58;Fortaleza;Feminino;11
AIS 17;2010-04-08;10:00:00;Amontada;Feminino;13
AIS 06;2010-04-09;13:51:00;Fortaleza;Masculino;14
AIS 01;2010-04-09;22:30:00;Fortaleza;Feminino;15
AIS 20;2010-04-11;13:00:46;Ibicuitinga;Feminino;8
AIS 06;2010-04-11;17:00:00;Fortaleza;Feminino;14
AIS 23;2010-04-14;08:00:52;São Gonçalo do Amarante;Feminino;12
AIS 25;2010-04-14;10:04:11;Horizonte;Feminino;5
AIS 03;2010-04-16;20:00:00;Fortaleza;Feminino;10
AIS 19;2010-04-17;11:58:57;Juazeiro do Norte;Feminino;13
AIS 19;2010-04-17;11:58:57;Juazeiro do Norte;Feminino;9
AIS 06;2010-04-18;10:59:42;Fortaleza;Feminino;15
AIS 06;2010-04-18;10:59:42;Fortaleza;Feminino;14
AIS 11;2010-04-18;17:50:36;Caucaia;Feminino;3
AIS 18;2010-04-19;04:30:00;Russas;Feminino;14
AIS 11;2010-04-19;13:19:18;Caucaia;Feminino;13
AIS 11;2010-04-19;13:19:18;Caucaia;Feminino;10
AIS 11;2010-04-19;13:19:18;Caucaia;Feminino;7
AIS 12;2010-04-20;15:25:22;Maracanaú;Feminino;11
AIS 19;2010-04-20;16:50:16;Juazeiro do Norte;Feminino;4
AIS 05;2010-04-21;20:30:00;Fortaleza;Feminino;4
AIS 14;2010-04-25;02:15:47;Sobral;Feminino;15
AIS 03;2010-04-25;12:00:30;Fortaleza;Feminino;17
AIS 03;2010-04-25;12:00:30;Fortaleza;Feminino;16
AIS 17;2010-04-26;08:00:39;Itapipoca;Feminino;17
AIS 25;2010-04-26;10:40:25;Horizonte;Feminino;4
AIS 19;2010-04-26;19:33:35;Juazeiro do Norte;Masculino;13
AIS 11;2010-04-27;14:34:23;Caucaia;Feminino;14
AIS 06;2010-04-27;17:00:00;Fortaleza;Feminino;4
AIS 24;2010-04-28;08:00:38;Maranguape;Feminino;15
AIS 25;2010-04-28;11:42:03;Pacajus;Feminino;14
AIS 17;2010-04-29;09:11:47;Itarema;Feminino;10
AIS 09;2010-04-29;21:00:02;Fortaleza;Feminino;15
AIS 12;2010-05-01;11:27:30;Maracanaú;Masculino;7
AIS 12;2010-05-01;11:27:30;Maracanaú;Feminino;6
AIS 25;2010-05-02;10:00:00;Itaitinga;Feminino;14
AIS 04;2010-05-03;02:30:00;Fortaleza;Feminino;17
AIS 15;2010-05-03;12:46:07;Redenção;Masculino;9
AIS 07;2010-05-03;13:10:11;Fortaleza;Feminino;10
AIS 14;2010-05-03;16:59:37;Sobral;Feminino;10
AIS 17;2010-05-05;14:18:11;Amontada;Feminino;9
AIS 11;2010-05-06;18:30:00;Caucaia;Feminino;17
AIS 12;2010-05-07;11:03:47;Maracanaú;Masculino;11
AIS 03;2010-05-07;16:00:00;Fortaleza;Feminino;12
AIS 03;2010-05-07;16:00:00;Fortaleza;Feminino;10
AIS 03;2010-05-07;21:30:10;Fortaleza;Feminino;15
AIS 21;2010-05-08;18:00:00;Iguatu;Feminino;2
AIS 02;2010-05-10;07:00:27;Fortaleza;Feminino;12
AIS 03;2010-05-10;14:00:00;Fortaleza;Feminino;14
AIS 18;2010-05-10;15:00:00;Russas;Feminino;13
AIS 18;2010-05-11;18:00:00;Palhano;Feminino;13
AIS 07;2010-05-12;15:08:02;Fortaleza;Feminino;15
AIS 12;2010-05-13;14:00:10;Maracanaú;Masculino;2
AIS 15;2010-05-14;19:30:00;Itatira;Feminino;3
AIS 21;2010-05-19;15:00:00;Jucás;Feminino;0
AIS 03;2010-05-20;15:30:00;Fortaleza;Feminino;11
AIS 25;2010-05-21;09:00:38;Horizonte;Feminino;9
AIS 25;2010-05-21;09:00:38;Horizonte;Feminino;7
AIS 13;2010-05-23;05:30:00;Aquiraz;Feminino;16
AIS 20;2010-05-23;19:29:02;Deputado Irapuan Pinheiro;Feminino;14
AIS 17;2010-05-24;18:00:22;Morrinhos;Feminino;15
AIS 06;2010-05-26;00:30:53;Fortaleza;Feminino;15
AIS 03;2010-05-26;03:45:36;Fortaleza;Feminino;17
AIS 02;2010-05-26;09:00:00;Fortaleza;Feminino;12
AIS 05;2010-05-26;13:38:19;Fortaleza;Feminino;16
AIS 04;2010-05-29;08:00:00;Fortaleza;Feminino;17
AIS 05;2010-05-30;00:30:00;Fortaleza;Feminino;16
AIS 14;2010-06-01;02:00:00;Frecheirinha;Feminino;15
AIS 17;2010-06-01;20:00:00;Acaraú;Feminino;14
AIS 09;2010-06-02;19:40:00;Fortaleza;Feminino;15
AIS 18;2010-06-03;01:30:00;Russas;Feminino;11
AIS 19;2010-06-04;10:48:17;Altaneira;Feminino;11
AIS 03;2010-06-05;17:17:59;Fortaleza;Feminino;13
AIS 23;2010-06-06;14:30:30;São Gonçalo do Amarante;Feminino;13
AIS 24;2010-06-06;18:30:00;Pacatuba;Feminino;15
AIS 17;2010-06-09;20:00:00;Acaraú;Feminino;14
AIS 12;2010-06-11;02:31:46;Maracanaú;Feminino;11
AIS 06;2010-06-12;21:00:00;Fortaleza;Feminino;14
AIS 14;2010-06-13;11:55:42;Sobral;Feminino;10
AIS 04;2010-06-13;14:01:04;Fortaleza;Masculino;6
AIS 14;2010-06-15;06:00:00;Pacujá;Feminino;14
AIS 24;2010-06-16;11:25:13;Maranguape;Feminino;13
AIS 09;2010-06-19;19:40:25;Fortaleza;Feminino;17
AIS 05;2010-06-20;22:00:02;Fortaleza;Feminino;9
AIS 09;2010-06-21;20:14:56;Fortaleza;Feminino;11
AIS 21;2010-06-22;21:00:01;Icó;Feminino;13
AIS 15;2010-06-25;21:30:50;Canindé;Feminino;14
AIS 06;2010-06-27;23:30:00;Fortaleza;Masculino;13
AIS 14;2010-06-27;23:44:00;Coreaú;Feminino;13
AIS 19;2010-07-01;19:30:00;Juazeiro do Norte;Feminino;16
AIS 10;2010-07-02;15:30:26;Fortaleza;Feminino;12
AIS 23;2010-07-02;20:00:00;Trairi;Feminino;14
AIS 03;2010-07-03;07:30:00;Fortaleza;Feminino;17
AIS 02;2010-07-04;13:00:00;Fortaleza;Feminino;10
AIS 06;2010-07-06;15:41:23;Fortaleza;Feminino;11
AIS 11;2010-07-07;08:25:53;Caucaia;Feminino;12
AIS 11;2010-07-07;08:25:53;Caucaia;Feminino;8
AIS 14;2010-07-11;02:30:12;Chaval;Feminino;14
AIS 17;2010-07-11;10:00:00;Itapipoca;Feminino;9
AIS 15;2010-07-12;13:01:01;Capistrano;Feminino;6
AIS 10;2010-07-12;17:31:29;Fortaleza;Feminino;4
AIS 05;2010-07-13;16:30:00;Fortaleza;Feminino;15
AIS 05;2010-07-13;16:30:00;Fortaleza;Feminino;15
AIS 17;2010-07-15;00:00:00;Morrinhos;Feminino;14
AIS 03;2010-07-18;11:30:00;Fortaleza;Feminino;12
AIS 12;2010-07-20;19:00:00;Maracanaú;Masculino;5
AIS 19;2010-07-21;09:00:09;Crato;Feminino;16
AIS 19;2010-07-21;09:00:09;Crato;Feminino;14
AIS 14;2010-07-22;10:00:00;Viçosa do Ceará;Feminino;17
AIS 15;2010-07-23;12:00:08;Baturité;Feminino;3
AIS 12;2010-07-25;18:00:00;Maracanaú;Feminino;9
AIS 21;2010-07-27;16:39:27;Baixio;Feminino;12
AIS 03;2010-07-28;12:00:23;Fortaleza;Feminino;14
AIS 03;2010-07-30;00:00:00;Fortaleza;Feminino;16
AIS 15;2010-07-30;14:30:23;Itapiúna;Masculino;6
AIS 19;2010-07-30;20:31:48;Juazeiro do Norte;Feminino;5
AIS 09;2010-08-01;13:00:00;Fortaleza;Feminino;15
AIS 18;2010-08-02;08:54:32;Tabuleiro do Norte;Feminino;9
AIS 09;2010-08-03;21:51:32;Fortaleza;Feminino;4
AIS 07;2010-08-04;10:00:00;Fortaleza;Feminino;5
AIS 07;2010-08-04;18:30:00;Fortaleza;Feminino;8
AIS 24;2010-08-05;10:18:11;Maranguape;Feminino;7
AIS 14;2010-08-07;21:00:00;Sobral;Feminino;15
AIS 13;2010-08-08;19:00:00;Aquiraz;Feminino;15
AIS 13;2010-08-09;13:10:00;Eusébio;Feminino;15
AIS 19;2010-08-12;17:00:37;Milagres;Feminino;15
AIS 19;2010-08-13;02:00:00;Juazeiro do Norte;Feminino;14
AIS 14;2010-08-15;10:45:30;Coreaú;Feminino;13
AIS 14;2010-08-15;10:45:30;Coreaú;Feminino;10
AIS 14;2010-08-15;10:45:30;Coreaú;Feminino;9
AIS 14;2010-08-15;12:30:33;Frecheirinha;Masculino;8
AIS 14;2010-08-15;12:30:33;Frecheirinha;Masculino;3
AIS 17;2010-08-15;19:00:00;Itapipoca;Masculino;14
AIS 18;2010-08-16;19:30:00;Aracati;Masculino;14
AIS 19;2010-08-18;21:27:01;Crato;Masculino;14
AIS 18;2010-08-20;17:00:29;Aracati;Feminino;13
AIS 18;2010-08-20;17:00:50;Aracati;Feminino;12
AIS 03;2010-08-21;14:00:00;Fortaleza;Feminino;13
AIS 18;2010-08-21;18:30:00;Aracati;Masculino;14
AIS 14;2010-08-23;09:00:15;Sobral;Feminino;14
AIS 11;2010-08-25;06:00:39;Caucaia;Feminino;10
AIS 11;2010-08-25;06:00:39;Caucaia;Masculino;9
AIS 05;2010-08-25;14:04:32;Fortaleza;Feminino;14
AIS Não Identificada (Fortaleza);2010-08-26;08:24:50;Fortaleza;Feminino;17
AIS 25;2010-08-28;02:00:00;Pacajus;Feminino;13
AIS 15;2010-08-28;10:00:39;Acarape;Feminino;13
AIS 14;2010-08-30;09:02:27;Sobral;Feminino;13
AIS 19;2010-08-30;12:00:00;Juazeiro do Norte;Feminino;5
AIS 07;2010-09-03;22:00:00;Fortaleza;Feminino;14
AIS 19;2010-09-04;20:00:00;Juazeiro do Norte;Feminino;13
AIS 19;2010-09-04;20:00:00;Juazeiro do Norte;Feminino;12
AIS 10;2010-09-05;20:00:37;Fortaleza;Feminino;16
AIS 25;2010-09-06;10:52:19;Horizonte;Feminino;11
AIS 25;2010-09-10;15:17:16;Pacajus;Feminino;11
AIS 19;2010-09-10;17:00:00;Jardim;Feminino;10
AIS 21;2010-09-10;19:00:00;Icó;Feminino;13
AIS 25;2010-09-11;10:32:08;Horizonte;Feminino;13
AIS 04;2010-09-14;07:00:00;Fortaleza;Feminino;17
AIS 25;2010-09-14;09:38:02;Horizonte;Feminino;12
AIS 23;2010-09-18;14:00:39;São Gonçalo do Amarante;Feminino;14
AIS 19;2010-09-19;01:00:18;Farias Brito;Feminino;11
AIS 12;2010-09-19;05:20:51;Maracanaú;Feminino;13
AIS 18;2010-09-25;01:00:00;Potiretama;Masculino;15
AIS 24;2010-09-26;20:00:00;Maranguape;Feminino;15
AIS 21;2010-09-26;23:30:00;Quixelô;Feminino;17
AIS 03;2010-09-27;08:20:00;Fortaleza;Masculino;13
AIS 18;2010-09-29;10:00:17;Iracema;Feminino;9
AIS 03;2010-09-30;16:00:00;Fortaleza;Feminino;1
AIS 06;2010-10-01;12:10:00;Fortaleza;Masculino;10
AIS 25;2010-10-04;08:00:00;Horizonte;Feminino;10
AIS 02;2010-10-05;03:00:44;Fortaleza;Feminino;15
AIS 14;2010-10-06;10:00:15;Cariré;Feminino;12
AIS 24;2010-10-06;11:00:00;Guaiúba;Feminino;5
AIS 06;2010-10-08;22:00:48;Fortaleza;Feminino;14
AIS 19;2010-10-09;09:52:59;Milagres;Feminino;14
AIS 19;2010-10-09;10:00:00;Assaré;Feminino;2
AIS 14;2010-10-10;10:30:00;Mucambo;Feminino;12
AIS 18;2010-10-10;18:22:48;Jaguaribe;Masculino;15
AIS 21;2010-10-10;20:00:51;Icó;Feminino;15
AIS 11;2010-10-10;21:00:34;Caucaia;Feminino;10
AIS 19;2010-10-13;09:00:00;Assaré;Feminino;9
AIS 07;2010-10-14;10:27:28;Fortaleza;Feminino;14
AIS 17;2010-10-14;16:45:00;Itapipoca;Feminino;15
AIS 11;2010-10-15;13:15:39;Caucaia;Feminino;14
AIS 19;2010-10-15;19:04:42;Crato;Feminino;15
AIS 02;2010-10-15;20:30:00;Fortaleza;Feminino;16
AIS 06;2010-10-16;14:42:15;Fortaleza;Feminino;3
AIS 02;2010-10-17;00:59:02;Fortaleza;Feminino;10
AIS 14;2010-10-18;11:01:37;Pacujá;Feminino;13
AIS 19;2010-10-18;15:04:34;Salitre;Feminino;15
AIS 21;2010-10-18;19:30:00;Iguatu;Feminino;7
AIS 19;2010-10-19;19:00:26;Juazeiro do Norte;Feminino;13
AIS 20;2010-10-20;22:30:41;Senador Pompeu;Feminino;16
AIS 25;2010-10-25;22:30:00;Pacajus;Feminino;12
AIS 09;2010-10-26;13:43:33;Fortaleza;Feminino;17
AIS 09;2010-10-26;13:43:33;Fortaleza;Feminino;15
AIS 09;2010-10-26;13:43:33;Fortaleza;Feminino;14
AIS 12;2010-10-30;13:17:06;Maracanaú;Feminino;15
AIS 25;2010-11-01;19:00:00;Pacajus;Feminino;13
AIS 24;2010-11-02;13:30:00;Guaiúba;Feminino;13
AIS 18;2010-11-02;15:00:00;Aracati;Feminino;13
AIS 13;2010-11-03;09:00:18;Cascavel;Feminino;14
AIS 16;2010-11-03;11:00:18;Ipu;Feminino;5
AIS 18;2010-11-03;17:30:00;Jaguaruana;Feminino;9
AIS 15;2010-11-05;03:00:00;Canindé;Feminino;13
AIS 19;2010-11-05;20:00:00;Juazeiro do Norte;Feminino;4
AIS 09;2010-11-05;22:00:00;Fortaleza;Feminino;14
AIS 11;2010-11-06;07:00:00;Caucaia;Feminino;8
AIS 08;2010-11-07;22:00:00;Fortaleza;Feminino;15
AIS 19;2010-11-08;21:30:00;Assaré;Feminino;15
AIS 19;2010-11-08;21:30:00;Assaré;Feminino;12
AIS 19;2010-11-08;21:30:00;Assaré;Feminino;11
AIS 11;2010-11-10;14:25:50;Caucaia;Feminino;13
AIS 19;2010-11-11;01:20:00;Juazeiro do Norte;Feminino;17
AIS 12;2010-11-11;11:00:00;Maracanaú;Feminino;15
AIS 05;2010-11-11;12:35:39;Fortaleza;Feminino;16
AIS 02;2010-11-13;02:16:12;Fortaleza;Feminino;14
AIS 02;2010-11-13;02:16:12;Fortaleza;Feminino;13
AIS 23;2010-11-14;06:00:11;São Gonçalo do Amarante;Feminino;12
AIS 07;2010-11-15;01:30:00;Fortaleza;Feminino;14
AIS 04;2010-11-15;02:00:38;Fortaleza;Feminino;16
AIS 21;2010-11-16;13:15:00;Acopiara;Feminino;4
AIS 13;2010-11-16;19:30:00;Aquiraz;Feminino;4
AIS 19;2010-11-17;12:00:51;Crato;Feminino;14
AIS 01;2010-11-18;12:00:05;Fortaleza;Feminino;5
AIS 05;2010-11-22;14:03:29;Fortaleza;Feminino;11
AIS 06;2010-11-25;01:00:00;Fortaleza;Feminino;13
AIS 11;2010-11-25;17:10:00;Caucaia;Feminino;17
AIS 09;2010-11-26;06:30:00;Fortaleza;Feminino;16
AIS 02;2010-11-26;19:40:36;Fortaleza;Feminino;16
AIS 02;2010-11-26;19:40:36;Fortaleza;Feminino;9
AIS 18;2010-11-29;01:00:00;Beberibe;Feminino;17
AIS 21;2010-11-29;08:00:00;Quixelô;Feminino;14
AIS 15;2010-12-02;08:41:08;Paramoti;Feminino;17
AIS 25;2010-12-02;14:00:00;Horizonte;Feminino;13
AIS 12;2010-12-03;08:12:56;Maracanaú;Masculino;3
AIS 13;2010-12-03;10:00:26;Cascavel;Feminino;10
AIS 15;2010-12-06;09:40:00;Capistrano;Feminino;14
AIS 10;2010-12-09;18:00:04;Fortaleza;Masculino;6
AIS 02;2010-12-10;19:00:00;Fortaleza;Feminino;16
AIS 11;2010-12-12;20:30:00;Caucaia;Feminino;17
AIS 15;2010-12-14;14:00:00;Paramoti;Feminino;17
AIS 11;2010-12-14;19:00:08;Caucaia;Masculino;4
AIS 20;2010-12-14;23:30:00;Ibicuitinga;Feminino;14
AIS 20;2010-12-14;23:30:00;Ibicuitinga;Feminino;13
AIS 03;2010-12-15;12:00:00;Fortaleza;Feminino;6
AIS 03;2010-12-15;12:00:00;Fortaleza;Feminino;6
AIS 24;2010-12-17;10:00:00;Pacatuba;Masculino;13
AIS 24;2010-12-17;10:00:00;Pacatuba;Feminino;6
